rownames,session_id,collaborator_id,event_id,event_start_date,event_type,SalaireMois,ETP01,ETP02,ETP03,ETP04,ETP05,ETP06,ETP07,ETP08,ETP09,ETP10,ETP11,ETP12,ETP,Salaire13,PrimePrecarite,CongesCDD,ChargesSocialesPourcent,CoutTotalAnnuel,user_comments,comments,credte,upduser_id,PrecariteActive
1,2,1,0,2014-01-01,DefaultPeriod,2906,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
2,2,2,0,2014-01-01,DefaultPeriod,3568.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0.608,0,,,2013-11-20 ,60,
3,2,3,0,2014-01-01,DefaultPeriod,4017.79,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
4,2,4,0,2014-01-01,DefaultPeriod,4203.91,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
5,2,7,0,2014-01-01,DefaultPeriod,6531,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
6,2,8,0,2014-01-01,DefaultPeriod,4179,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
7,2,9,0,2014-01-01,DefaultPeriod,4373.75,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
8,2,10,0,2014-01-01,DefaultPeriod,3861.78,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
9,2,11,0,2014-01-01,DefaultPeriod,3939.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
10,2,12,0,2014-01-01,DefaultPeriod,6609.23,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0.608,0,,,2013-11-20 ,60,
11,2,16,0,2014-01-01,DefaultPeriod,2727.06,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
12,2,17,0,2014-01-01,DefaultPeriod,4203.91,1,1,1,1,1,1,1,1,1,1,1,0,0.9166666666666666,0,0,0,0.608,0,,,2013-11-20 ,60,
13,2,18,0,2014-01-01,DefaultPeriod,4757.97,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
14,2,19,0,2014-01-01,DefaultPeriod,6458.45,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
15,2,20,0,2014-01-01,DefaultPeriod,4017.79,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
16,2,21,0,2014-01-01,DefaultPeriod,4373.75,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
17,2,22,0,2014-01-01,DefaultPeriod,4373.75,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7999999999999999,0,0,0,0.608,0,,,2013-11-20 ,60,
18,2,23,0,2014-01-01,DefaultPeriod,4373.75,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
19,2,24,0,2014-01-01,DefaultPeriod,4573.21,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
20,2,26,0,2014-01-01,DefaultPeriod,3939.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
21,2,28,0,2014-01-01,DefaultPeriod,3861.78,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
22,2,29,0,2014-01-01,DefaultPeriod,5603.53,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
23,2,31,0,2014-01-01,DefaultPeriod,3939.01,1,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0.608,0,,,2013-11-20 ,60,
24,2,33,0,2014-01-01,DefaultPeriod,5603.53,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
25,2,34,0,2014-01-01,DefaultPeriod,4203.91,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
26,2,36,0,2014-01-01,DefaultPeriod,8558.67,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
27,2,37,0,2014-01-01,DefaultPeriod,6530.82,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
28,2,38,0,2014-01-01,DefaultPeriod,3939.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
29,2,39,0,2014-01-01,DefaultPeriod,2972.2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
30,2,42,0,2014-01-01,DefaultPeriod,5603.53,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
31,2,43,0,2014-01-01,DefaultPeriod,4017.79,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
32,2,44,0,2014-01-01,DefaultPeriod,4287.99,1,1,1,1,1,0,0,0,0,0,0,0,0.4166666666666667,0,0,0,0.608,0,,,2013-11-20 ,60,
33,2,45,0,2014-01-01,DefaultPeriod,3939.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
34,2,46,0,2014-01-01,DefaultPeriod,4203.91,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
35,2,47,0,2014-01-01,DefaultPeriod,4017.79,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5999999999999999,0,0,0,0.608,0,,,2013-11-20 ,60,
36,2,48,0,2014-01-01,DefaultPeriod,3861.78,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
37,2,49,0,2014-01-01,DefaultPeriod,3861.78,1,1,1,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.608,0,,,2013-11-20 ,60,
38,2,50,0,2014-01-01,DefaultPeriod,4340,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
39,2,51,0,2014-01-01,DefaultPeriod,7321.54,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
40,2,52,0,2014-01-01,DefaultPeriod,5603.53,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
41,2,53,0,2014-01-01,DefaultPeriod,4307.96,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
42,2,54,0,2014-01-01,DefaultPeriod,3383.85,1,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0.608,0,,,2013-11-20 ,60,
43,2,55,0,2014-01-01,DefaultPeriod,4516.3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
44,2,56,0,2014-01-01,DefaultPeriod,2727.06,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
45,2,57,0,2014-01-01,DefaultPeriod,3175.66,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
46,2,58,0,2014-01-01,DefaultPeriod,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
47,2,59,0,2014-01-01,DefaultPeriod,6530.82,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
48,2,17,0,2014-12-01,Promotion,4287.99,0,0,0,0,0,0,0,0,0,0,0,1,0.08333333333333333,0,0,0,0.608,0,,,2013-11-20 ,60,
49,2,31,0,2014-02-22,Promotion,4017.79,0,1,1,1,1,1,1,1,1,1,1,1,0.9166666666666666,0,0,0,0.608,0,,,2013-11-20 ,60,
50,2,44,0,2014-06-01,Promotion,4373.75,0,0,0,0,0,1,1,1,1,1,1,1,0.5833333333333334,0,0,0,0.608,0,,,2013-11-20 ,60,
51,2,49,0,2014-04-01,Promotion,3939.01,0,0,0,1,1,1,1,1,1,1,1,1,0.75,0,0,0,0.608,0,,,2013-11-20 ,60,
52,2,54,0,2014-02-20,Promotion,3516.58,0,1,1,1,1,1,1,1,1,1,1,1,0.9166666666666666,0,0,0,0.608,0,,,2013-11-20 ,60,
53,2,61,0,2005-11-07,DefaultPeriod,2548.09,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-11-20 ,60,
54,2,36,0,2014-01-01,DefaultPeriod,8558.67,1,1,1,1,1,1,1,1,0,0,0,0,0.6666666666666666,0,0,0,0.608,0,,,2013-12-04 ,60,
55,2,48,0,2014-01-01,DefaultPeriod,3861.78,1,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0.608,0,,,2013-12-04 ,60,
56,2,51,0,2014-01-01,DefaultPeriod,7321.54,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2916666666666667,0,0,0,0.608,0,,,2013-12-04 ,60,
57,2,61,0,2014-01-01,DefaultPeriod,2548.09,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-04 ,60,
58,2,58,0,2014-06-01,Promotion,3175.66,0,0,0,0,0,1,1,1,1,1,1,1,0.5833333333333334,0,0,0,0.608,0,,,2013-12-04 ,60,
59,2,7,0,2014-01-01,DefaultPeriod,6531,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0.608,0,,,2013-12-04 ,60,
60,2,11,0,2014-01-01,DefaultPeriod,3939.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,,,2013-12-04 ,60,
61,2,12,0,2014-01-01,DefaultPeriod,6609.23,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-04 ,60,
62,2,11,0,2014-01-02,CareerChange,4287.99,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-04 ,60,
63,2,25,0,2014-01-01,DefaultPeriod,4552,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-06 ,60,
64,2,26,0,2014-01-01,DefaultPeriod,3939.01,1,1,1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8500000000000001,0,0,0,0.608,0,,,2013-12-06 ,60,
65,2,36,0,2014-01-01,DefaultPeriod,8558.67,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.3333333333333333,0,0,0,0.608,0,,,2013-12-06 ,60,
66,2,11,1,2014-01-02,CareerChange,4287.99,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-06 ,60,
67,2,1,0,2014-01-01,DefaultPeriod,2906,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
68,2,3,0,2014-01-01,DefaultPeriod,4017.79,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
69,2,4,0,2014-01-01,DefaultPeriod,4203.91,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
70,2,7,0,2014-01-01,DefaultPeriod,6531,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0.608,0,,,2013-12-09 ,60,0
71,2,8,0,2014-01-01,DefaultPeriod,4179,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
72,2,9,0,2014-01-01,DefaultPeriod,4373.75,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
73,2,10,0,2014-01-01,DefaultPeriod,3861.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,,,2013-12-09 ,60,1
74,2,12,0,2014-01-01,DefaultPeriod,6609.23,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
75,2,16,0,2014-01-01,DefaultPeriod,2727.06,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7999999999999999,0,0,0,0.608,0,,,2013-12-09 ,60,0
76,2,17,0,2014-01-01,DefaultPeriod,4203.91,1,1,1,1,1,1,1,1,1,1,1,0,0.9166666666666666,0,0,0,0.608,0,,,2013-12-09 ,60,0
77,2,18,0,2014-01-01,DefaultPeriod,4757.97,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
78,2,19,0,2014-01-01,DefaultPeriod,6458.45,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
79,2,20,0,2014-01-01,DefaultPeriod,4017.79,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
80,2,21,0,2014-01-01,DefaultPeriod,4373.75,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
81,2,22,0,2014-01-01,DefaultPeriod,4373.75,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7999999999999999,0,0,0,0.608,0,,,2013-12-09 ,60,0
82,2,23,0,2014-01-01,DefaultPeriod,4373.75,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
83,2,24,0,2014-01-01,DefaultPeriod,4573.21,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
84,2,25,0,2014-01-01,DefaultPeriod,4552,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
85,2,26,0,2014-01-01,DefaultPeriod,3939.01,1,1,1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8500000000000001,0,0,0,0.608,0,,,2013-12-09 ,60,0
86,2,28,0,2014-01-01,DefaultPeriod,3861.78,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
87,2,29,0,2014-01-01,DefaultPeriod,5603.53,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
88,2,31,0,2014-01-01,DefaultPeriod,3939.01,1,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0.608,0,,,2013-12-09 ,60,0
89,2,33,0,2014-01-01,DefaultPeriod,5603.53,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
90,2,34,0,2014-01-01,DefaultPeriod,4203.91,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
91,2,36,0,2014-01-01,DefaultPeriod,8558.67,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.3333333333333333,0,0,0,0.608,0,,,2013-12-09 ,60,0
92,2,37,0,2014-01-01,DefaultPeriod,6530.82,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
93,2,38,0,2014-01-01,DefaultPeriod,3939.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
94,2,39,0,2014-01-01,DefaultPeriod,2972.2,1,1,1,0,0,0,0,0,0,1,1,1,0.5,0,0,0,0.608,0,,,2013-12-09 ,60,1
95,2,42,0,2014-01-01,DefaultPeriod,5603.53,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
96,2,43,0,2014-01-01,DefaultPeriod,4017.79,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
97,2,44,0,2014-01-01,DefaultPeriod,4287.99,1,1,1,1,1,0,0,0,0,0,0,0,0.4166666666666667,0,0,0,0.608,0,,,2013-12-09 ,60,0
98,2,45,0,2014-01-01,DefaultPeriod,3939.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
99,2,46,0,2014-01-01,DefaultPeriod,4203.91,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
100,2,47,0,2014-01-01,DefaultPeriod,4017.79,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5999999999999999,0,0,0,0.608,0,,,2013-12-09 ,60,0
101,2,49,0,2014-01-01,DefaultPeriod,3861.78,1,1,1,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.608,0,,,2013-12-09 ,60,0
102,2,51,0,2014-01-01,DefaultPeriod,7321.54,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2916666666666667,0,0,0,0.608,0,,,2013-12-09 ,60,0
103,2,52,0,2014-01-01,DefaultPeriod,5603.53,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
104,2,53,0,2014-01-01,DefaultPeriod,4307.96,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
105,2,54,0,2014-01-01,DefaultPeriod,3383.85,1,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0.608,0,,,2013-12-09 ,60,0
106,2,55,0,2014-01-01,DefaultPeriod,4516.3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
107,2,56,0,2014-01-01,DefaultPeriod,2727.06,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
108,2,57,0,2014-01-01,DefaultPeriod,3175.66,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
109,2,58,0,2014-01-01,DefaultPeriod,2972.2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
110,2,59,0,2014-01-01,DefaultPeriod,6530.82,1,1,1,1,1,1,1,0,0,0,0,0,0.5833333333333334,0,0,0,0.608,0,,,2013-12-09 ,60,1
111,2,61,0,2014-01-01,DefaultPeriod,2548.09,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
112,2,11,1,2014-01-02,CareerChange,4287.99,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
113,2,17,0,2014-12-01,Promotion,4287.99,0,0,0,0,0,0,0,0,0,0,0,1,0.08333333333333333,0,0,0,0.608,0,,,2013-12-09 ,60,0
114,2,31,0,2014-02-22,Promotion,4017.79,0,1,1,1,1,1,1,1,1,1,1,1,0.9166666666666666,0,0,0,0.608,0,,,2013-12-09 ,60,0
115,2,44,0,2014-06-01,Promotion,4373.75,0,0,0,0,0,1,1,1,1,1,1,1,0.5833333333333334,0,0,0,0.608,0,,,2013-12-09 ,60,0
116,2,49,0,2014-04-01,Promotion,3939.01,0,0,0,1,1,1,1,1,1,1,1,1,0.75,0,0,0,0.608,0,,,2013-12-09 ,60,0
117,2,54,0,2014-02-20,Promotion,3516.58,0,1,1,1,1,1,1,1,1,1,1,1,0.9166666666666666,0,0,0,0.608,0,,,2013-12-09 ,60,0
118,2,58,0,2014-06-01,Promotion,3175.66,0,0,0,0,0,1,1,1,1,1,1,1,0.5833333333333334,0,0,0,0.608,0,,,2013-12-09 ,60,0
119,2,27,0,2014-01-01,DefaultPeriod,4203.91,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2013-12-09 ,60,0
120,2,32,0,2014-01-01,DefaultPeriod,4664.67,0,0,0,0,0,0,1,1,1,1,1,1,0.5,0,0,0,0.608,0,,,2013-12-09 ,60,0
121,2,1,0,2014-01-01,DefaultPeriod,2906,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.309,0,,,2013-12-17 ,59,0
122,2,8,0,2014-01-01,DefaultPeriod,4262.82,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.346,0,,,2013-12-17 ,59,0
123,2,11,0,2014-01-01,DefaultPeriod,3939.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,,,2014-01-02 ,60,0
124,2,62,0,2014-01-01,DefaultPeriod,2727.06,1,1,1,1,1,1,1,1,1,1,1,1,1,2754.33,0,0,0.608,57576.53,,,2014-01-02 ,60,0
125,2,63,0,2014-01-01,DefaultPeriod,2727.06,1,1,1,1,1,1,1,1,1,1,1,1,1,2754.33,0,0,0.608,57576.53,,,2014-01-02 ,60,0
126,2,11,1,2014-01-02,CareerChange,4203.9129,1,1,1,1,1,1,1,1,1,1,1,1,1,4245.95,0,0,0.608,88757.37,,,2014-01-02 ,60,0
127,2,2,0,2014-01-01,DefaultPeriod,3568.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.46,1650.44,2145.57,222.62,0.608,38308.77,,,2014-01-13 ,60,1
128,2,7,0,2014-01-01,DefaultPeriod,6531,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0.2,47493.43,,,2014-01-13 ,60,0
129,2,25,0,2014-01-01,DefaultPeriod,4643.23,1,1,1,1,1,1,1,1,1,1,1,1,1,4689.66,0,0,0.346,82059.71,,,2014-01-13 ,60,0
130,2,36,0,2014-01-01,DefaultPeriod,8558.67,1,1,1,1,1,1,1,1,0,0,0,0,0.67,0,0,0,0.608,110649.23,,,2014-01-13 ,60,0
131,2,37,0,2014-01-01,DefaultPeriod,6530.82,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.2,94984.25,,,2014-01-13 ,60,0
132,2,51,0,2014-01-01,DefaultPeriod,7321.54,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.29,0,0,0,0.2,31277.62,,,2014-01-13 ,60,0
133,2,58,0,2014-01-01,DefaultPeriod,3175.66,1,1,1,1,1,1,1,1,1,1,1,1,1,3207.42,0,0,0.608,67047.84,,,2014-01-15 ,65,0
134,2,4,0,2014-01-01,DefaultPeriod,4573.21,1,1,1,1,1,1,1,1,1,1,1,1,1,4618.94,0,0,0.608,96554.37,,,2014-01-15 ,65,0
135,2,11,0,2014-01-01,DefaultPeriod,4203.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,,,2014-01-15 ,65,0
136,2,16,0,2014-01-01,DefaultPeriod,2929.28,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,2366.86,0,0,0.608,49476.81,,,2014-01-15 ,65,0
137,2,26,0,2014-01-01,DefaultPeriod,4203.91,1,1,1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.85,3606.95,0,0,0.608,75399.78,,,2014-01-15 ,65,0
138,2,39,0,2014-01-01,DefaultPeriod,3939.01,1,1,1,0,0,0,0,0,0,1,1,1,0.5,1989.2,2585.96,268.32,0.608,46171.92,,,2014-01-15 ,65,1
139,2,46,0,2014-01-01,DefaultPeriod,4573.21,1,1,1,1,1,1,1,1,1,1,1,1,1,4618.94,0,0,0.608,96554.37,,,2014-01-15 ,65,0
140,2,29,0,2014-01-01,DefaultPeriod,5603.53,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2829.78,0,0,0.608,59153.77,,,2014-01-29 ,60,0
141,2,8,0,2014-01-01,DefaultPeriod,4262.82,1,1,0,0,0,0,0,0,1,1,1,1,0.5,2159.83,0,0,0.346,37792.69,,,2014-01-29 ,60,0
142,2,27,0,2014-01-01,DefaultPeriod,4203.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,passage msf,,2014-01-29 ,60,0
143,2,64,0,2014-04-01,DefaultPeriod,3568.5118,0,0,0,1,1,1,1,1,1,1,1,1,0.75,2712.07,0,0,0.608,56693.1,,,2014-01-29 ,60,0
144,2,65,0,2014-06-01,DefaultPeriod,2385.67,0,0,0,0,0,1,1,1,1,1,1,1,0.58,0,0,0,0.608,27313.44,,,2014-02-06 ,60,0
145,2,1,0,2014-01-01,DefaultPeriod,3188.26,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.299,50195.58,,,2014-03-25 ,65,0
146,2,2,0,2014-01-01,DefaultPeriod,3568.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.46,1650.44,2145.57,222.62,0.608,38308.77,,,2014-03-25 ,65,1
147,2,3,0,2014-01-01,DefaultPeriod,4017.79,1,1,1,1,1,1,1,1,1,1,1,1,1,4057.97,0,0,0.608,84827.76,,,2014-03-25 ,65,0
148,2,4,0,2014-01-01,DefaultPeriod,4573.21,1,1,1,1,1,1,1,1,1,1,1,1,1,4618.94,0,0,0.608,96554.37,,,2014-03-25 ,65,0
149,2,47,0,2014-01-01,DefaultPeriod,4017.79,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,2759.42,0,0,0.608,57682.88,,,2014-01-02 ,60,0
150,2,11,0,2014-01-01,DefaultPeriod,4203.91,1,1,1,1,1,1,1,1,1,1,1,1,1,4245.95,0,0,0.608,88757.32,,,2014-01-30 ,60,0
151,2,26,0,2014-01-01,DefaultPeriod,4203.91,1,1,1,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.78,3287.46,0,0,0.608,68721.02,a verifier avec nathalie,,2014-01-30 ,60,0
152,2,7,0,2014-01-01,DefaultPeriod,6531,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0.2,47493.43,,,2014-03-25 ,65,0
153,2,8,0,2014-01-01,DefaultPeriod,4262.82,1,1,0,0,0,0,0,0,1,1,1,1,0.5,2159.83,0,0,0.346,37792.69,,,2014-03-25 ,65,0
154,2,9,0,2014-01-01,DefaultPeriod,4373.75,1,1,1,1,1,1,1,1,1,1,1,1,1,4417.49,0,0,0.608,92343.16,,,2014-03-25 ,65,0
155,2,10,0,2014-01-01,DefaultPeriod,3861.78,1,1,1,1,1,1,1,1,1,1,1,1,1,3900.4,5070.52,526.11,0.608,90533.29,,,2014-03-25 ,65,1
156,2,11,0,2014-01-01,DefaultPeriod,4203.91,1,1,1,1,1,1,1,1,1,1,1,1,1,4245.95,0,0,0.608,88757.32,,,2014-03-25 ,65,0
157,2,12,0,2014-01-01,DefaultPeriod,6609.23,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,128807.02,,,2014-03-25 ,65,0
