rownames,named_article_average_price_id,created,modified,guid,created_by_id,last_modification_by_id,named_article_id,country_id,ValueValue,ValueCurrencyCode
877,878,2015-10-28 ,2015-10-28 ,80b9046b-6e0a-4a72-8f55-cacda1a617e6,56,56,856,10,,EUR
878,879,2015-10-28 ,2015-10-28 ,65bde0db-94b0-4d4a-83b5-ca9dee122441,56,56,857,10,,EUR
879,880,2015-10-28 ,2015-10-28 ,b05288e1-7c47-4fad-a8d2-6267a1383092,56,56,858,10,,EUR
880,881,2015-10-28 ,2015-10-28 ,458e895f-7166-4ad3-92fe-9313befc4dbf,56,56,859,10,,EUR
881,882,2015-10-28 ,2015-10-28 ,79b09254-2e4f-415a-9bd9-478b42068ded,56,56,860,10,,EUR
882,883,2015-10-28 ,2015-10-28 ,3943782d-2834-4fc9-9e95-51109cb46dc2,56,56,861,10,,EUR
883,884,2015-10-28 ,2015-10-28 ,6d12d090-a5a9-43db-a8bc-8b9dc3254718,56,56,862,10,,EUR
884,885,2015-10-28 ,2015-10-28 ,ada33891-12cc-418e-93f1-660f5a29b496,56,56,863,10,,EUR
885,886,2015-10-28 ,2015-10-28 ,0c8c3173-d1db-4ceb-81bc-d16af3412f02,56,56,864,10,,EUR
886,887,2015-10-28 ,2015-10-28 ,57ef8088-f077-48e6-a69e-3c942128d0bb,56,56,865,10,,EUR
887,888,2015-10-28 ,2015-10-28 ,e67e6a67-fd41-40b1-835b-e611c9241087,56,56,866,10,,EUR
888,889,2015-10-28 ,2015-10-28 ,cd514642-80d0-47d9-92e3-f749b8e7e5f5,56,56,867,10,,EUR
889,890,2015-10-28 ,2015-10-28 ,57de3769-9267-4f4e-b58b-0cf9da21eb38,56,56,868,10,,EUR
890,891,2015-10-28 ,2015-10-28 ,b08bb4ef-e61b-4d3b-b638-277ec33a4fc0,56,56,869,10,,EUR
891,892,2015-10-28 ,2015-10-28 ,e9518303-4e54-4025-9754-de705afd1afa,56,56,870,10,,EUR
892,893,2015-10-28 ,2015-10-28 ,5d7ff682-cde9-4253-8269-b4e0ba68ffe5,56,56,871,10,,EUR
893,894,2015-10-28 ,2015-10-28 ,7095989a-8550-451a-9d7f-77b920e9fc24,56,56,872,10,,EUR
894,895,2015-10-28 ,2015-10-28 ,63a54dc8-a477-40be-9753-1526f1e76b13,56,56,873,10,,EUR
895,896,2015-10-28 ,2015-10-28 ,15e9cdd3-1c1f-4e7a-bdf8-099e21568afd,56,56,874,10,,EUR
896,897,2015-10-28 ,2015-10-28 ,fc9df142-56a7-4ce7-b2e6-70377a91efcc,56,56,875,10,,EUR
897,898,2015-10-28 ,2015-10-28 ,cb5a73bf-1c6d-40d7-938f-d5a86219b0fb,56,56,876,10,,EUR
898,899,2015-10-28 ,2015-10-28 ,af1b1bf0-159f-461e-aa76-9b96ea6be8ef,56,56,877,10,,EUR
899,900,2015-10-28 ,2015-10-28 ,e4ae0e5e-36a4-4a2d-9ffa-52c2d77a10d0,56,56,878,10,,EUR
900,901,2015-10-28 ,2015-10-28 ,856f3d20-1c3a-4eac-832b-89a6d51ff9c5,56,56,879,10,,EUR
901,902,2015-10-28 ,2015-10-28 ,8d7f4dd2-f37e-4844-9a22-ceabe7cbaf2a,56,56,880,10,,EUR
902,903,2015-10-28 ,2015-10-28 ,77164212-c409-4cac-b653-734e69c0e7fa,56,56,881,10,,EUR
903,904,2015-10-28 ,2015-10-28 ,84308c23-5427-43e0-83c6-0ac7f839d1a6,56,56,882,10,,EUR
904,905,2015-10-28 ,2015-10-28 ,88f0aabc-bb43-42df-aa25-cdf7298c01b5,56,56,883,10,,EUR
905,906,2015-10-28 ,2015-10-28 ,354db761-9881-4e58-a0de-eab392ea6c56,56,56,884,10,,EUR
906,907,2015-10-28 ,2015-10-28 ,2c2aa18a-3d72-49e1-9c94-e7043b8cfe34,56,56,885,10,,EUR
907,908,2015-10-28 ,2015-10-28 ,f7ea8d58-432b-4933-8c38-eee2750636ed,56,56,886,10,,EUR
908,909,2015-10-28 ,2015-10-28 ,95d134f7-912b-4f79-9bf0-3e5c4729c8b4,56,56,887,10,,EUR
909,910,2015-10-28 ,2015-10-28 ,f5c0d2e6-a992-4a31-852a-48f2f65f1ed9,56,56,888,10,,EUR
910,911,2015-10-28 ,2015-10-28 ,af8ec3ae-7ab8-4638-8650-1e8d5982183c,56,56,889,10,,EUR
911,912,2015-10-28 ,2015-10-28 ,a06db63e-a19a-42a2-8157-8c53b90fde54,56,56,890,10,,EUR
912,913,2015-10-28 ,2015-10-28 ,1c72c004-de05-4652-8aa5-267245dbbc4f,56,56,891,10,,EUR
913,914,2015-10-28 ,2015-10-28 ,af37771e-c7db-4ef8-bd49-5ca73d74f292,56,56,892,10,,EUR
914,915,2015-10-28 ,2015-10-28 ,4826039b-1725-4f3f-b94e-4c23ac749b71,56,56,893,10,,EUR
915,916,2015-10-28 ,2015-10-28 ,4cad8ee8-fafe-4872-9918-60beb9eb796c,56,56,894,10,,EUR
916,917,2015-10-28 ,2015-10-28 ,63ba4ecd-9e83-4246-bb69-a9d4c10d6bf7,56,56,895,10,,EUR
917,918,2015-10-28 ,2015-10-28 ,96ac9b86-8d9c-43b6-9d03-ad183d021a77,56,56,896,10,,EUR
918,919,2015-10-28 ,2015-10-28 ,b55720a1-89a2-4ddd-b2fd-e925ada701cd,56,56,897,10,,EUR
919,920,2015-10-28 ,2015-10-28 ,da3bee29-573e-4182-9536-49acfd9434cf,56,56,898,10,,EUR
920,921,2015-10-28 ,2015-10-28 ,99a70083-5af7-4515-85df-57c8e3f7a965,56,56,899,10,,EUR
921,922,2015-10-28 ,2015-10-28 ,93f8d464-3f0f-4d65-89bd-ea308da6c5a4,56,56,900,10,,EUR
922,923,2015-10-28 ,2015-10-28 ,e53666f6-9b1c-4071-8b0f-8c0be3224d03,56,56,901,10,,EUR
923,924,2015-10-28 ,2015-10-28 ,f1f99883-e65f-4132-81ed-2d1b3eaa37a2,56,56,902,10,,EUR
924,925,2015-10-28 ,2015-10-28 ,9f732580-6648-43df-a943-2e90a49d7bbd,56,56,903,10,,EUR
925,926,2015-10-28 ,2015-10-28 ,f14de92a-155b-4715-9831-48e4ad06ac64,56,56,904,10,,EUR
926,927,2015-10-28 ,2015-10-28 ,96b98ec9-6bf3-4a24-beae-b45fee7bf7e7,56,56,905,10,,EUR
927,928,2015-10-28 ,2015-10-28 ,19f74f05-d6b2-4a87-a675-36e157807be5,56,56,906,10,,EUR
928,929,2015-10-28 ,2015-10-28 ,30723160-9219-4cf6-b259-31640626db9e,56,56,907,10,,EUR
929,930,2015-10-28 ,2015-10-28 ,7baecc40-0692-4ac3-b761-a202f6088ff0,56,56,908,10,,EUR
930,931,2015-10-28 ,2015-10-28 ,5b94b292-92ce-4461-bb3d-2863f78c7c55,56,56,909,10,,EUR
931,932,2015-10-28 ,2015-10-28 ,a794a73b-51a2-4fe7-942e-be2ae24fef3d,56,56,910,10,,EUR
932,933,2015-10-28 ,2015-10-28 ,73f282ad-5639-4e9c-af04-7121189a4501,56,56,911,10,,EUR
933,934,2015-10-28 ,2015-10-28 ,b15a7624-4bc4-4e7b-bdb8-f31d7a26f57f,56,56,912,10,,EUR
934,935,2015-10-28 ,2015-10-28 ,34b0a962-40b0-4b8e-93d4-2eb6258ee2f1,56,56,913,10,,EUR
935,936,2015-10-28 ,2015-10-28 ,49852078-9112-44c4-a878-c1e65367bf6c,56,56,914,10,,EUR
936,937,2015-10-28 ,2015-10-28 ,22335fce-f9f9-4e60-89bc-a86a1a827d50,56,56,915,10,,EUR
937,938,2015-10-28 ,2015-10-28 ,7bd32748-64d3-4105-9a3f-a3db3d118203,56,56,916,10,,EUR
938,939,2015-10-28 ,2015-10-28 ,04039ad4-0ea9-43aa-81f7-9d0475341039,56,56,917,10,,EUR
939,940,2015-10-28 ,2015-10-28 ,e6c2987f-6f9f-49d5-87df-3936956ab4c9,56,56,918,10,,EUR
940,941,2015-10-28 ,2015-10-28 ,ab1c7633-041b-4e3c-b41c-31a5bd732f83,56,56,919,10,,EUR
941,942,2015-10-28 ,2015-10-28 ,7dec6927-545a-4f8f-9493-f558b2001c2a,56,56,920,10,,EUR
942,943,2015-10-28 ,2015-10-28 ,807a7f81-78fa-4ad6-9841-569ba02cfb70,56,56,921,10,,EUR
943,944,2015-10-28 ,2015-10-28 ,54219885-5e5a-4773-8a74-a923273045a3,56,56,922,10,,EUR
944,945,2015-10-28 ,2015-10-28 ,895ad4a6-81b1-4b1c-a30c-1e27c6409498,56,56,923,10,,EUR
945,946,2015-10-28 ,2015-10-28 ,eabc1992-8408-4e5f-a0b4-86a9fcebfdf9,56,56,924,10,,EUR
946,947,2015-10-28 ,2015-10-28 ,c5973a70-772f-4b12-9067-1fc6ffb00067,56,56,925,10,,EUR
947,948,2015-10-28 ,2015-10-28 ,9fb2d5e9-def4-4925-a8e1-e4bcdeea50bb,56,56,926,10,,EUR
948,949,2015-10-28 ,2015-10-28 ,0d4ac3ac-eb5d-43c7-b000-6763da493df1,56,56,927,10,,EUR
949,950,2015-10-28 ,2015-10-28 ,b27fa0cb-eb07-4908-a756-fc1a9650eb6f,56,56,928,10,,EUR
950,951,2015-10-28 ,2015-10-28 ,a0bfba0f-30a5-4037-b1e5-dfd832fc9f9b,56,56,929,10,,EUR
951,952,2015-10-28 ,2015-10-28 ,2b63fe37-6367-4f2d-938c-d7e2044ad478,56,56,930,10,,EUR
952,953,2015-10-28 ,2015-10-28 ,1862a692-f0c3-438f-b159-ec0350738b60,56,56,931,10,,EUR
953,954,2015-10-28 ,2015-10-28 ,c34a68e0-98b1-460c-a39c-98a40d47778f,56,56,932,10,,EUR
954,955,2015-10-28 ,2015-10-28 ,6c2bb2a3-51fe-4bcd-8fa1-de270778942d,56,56,933,10,,EUR
955,956,2015-10-28 ,2015-10-28 ,89db898f-53d7-4f6a-80c3-8c0bd5205c37,56,56,934,10,,EUR
956,957,2015-10-28 ,2015-10-28 ,f42aa807-6f91-4551-9582-86917f0674ed,56,56,935,10,,EUR
957,958,2015-10-28 ,2015-10-28 ,73e05f55-87fe-4fee-933c-c671c8ce8309,56,56,936,10,,EUR
958,959,2015-10-28 ,2015-10-28 ,59ff993c-6e39-428a-91c1-0976a8db90a3,56,56,937,10,,EUR
959,960,2015-10-28 ,2015-10-28 ,85400ce9-6838-4e23-b4ff-f3b20a5f62ce,56,56,938,10,,EUR
960,961,2015-10-28 ,2015-10-28 ,16274751-2b8c-4b6a-87d0-479d205408ea,56,56,939,10,,EUR
961,962,2015-10-28 ,2015-10-28 ,aca51db1-1586-4c08-befb-c1e01cd1baf4,56,56,940,10,,EUR
962,963,2015-10-28 ,2015-10-28 ,e3061426-a13e-41c2-b3ce-85b171d06c79,56,56,941,10,,EUR
963,964,2015-10-28 ,2015-10-28 ,31464e4d-0226-4307-a9dd-3a5fa0d714df,56,56,942,10,,EUR
964,965,2015-10-28 ,2015-10-28 ,6ebd2ce4-dd8f-479f-8d38-41a6b8c6d795,56,56,943,10,,EUR
965,966,2015-10-28 ,2015-10-28 ,5328ce7c-4cf9-4df8-b55a-4c487bb77119,56,56,944,10,,EUR
966,967,2015-10-28 ,2015-10-28 ,b63a1aaf-f8bd-45ab-b393-cefe7b52b249,56,56,945,10,,EUR
967,968,2015-10-28 ,2015-10-28 ,17986b03-49cc-48b7-aef9-338c96c99a40,56,56,946,10,,EUR
968,969,2015-10-28 ,2015-10-28 ,03a94165-a141-4dfa-8512-b4aa8d843bb1,56,56,947,10,,EUR
969,970,2015-10-28 ,2015-10-28 ,9efc7752-8e29-4a1a-877e-11a09c5d2484,56,56,948,10,,EUR
970,971,2015-10-28 ,2015-10-28 ,d8d6c76f-2622-4c84-a778-3d8d663e68b2,56,56,949,10,,EUR
971,972,2015-10-28 ,2015-10-28 ,e87e6971-6d4c-477b-8a8b-50ca19463936,56,56,950,10,,EUR
972,973,2015-10-28 ,2015-10-28 ,49a63a43-eb52-4d84-be54-927751bc5198,56,56,951,10,,EUR
973,974,2015-10-28 ,2015-10-28 ,84f7ebe2-7fe6-4621-b93e-b2a5d3476c54,56,56,952,10,,EUR
974,975,2015-10-28 ,2015-10-28 ,f2ee28d7-9eba-4094-820f-c6bf2b69d16c,56,56,953,10,,EUR
975,976,2015-10-28 ,2015-10-28 ,0d971ebf-40bb-4264-80da-e29160672d34,56,56,954,10,,EUR
976,977,2015-10-28 ,2015-10-28 ,da454ef7-724f-491b-8549-b76cc38f738b,56,56,955,10,,EUR
977,978,2015-10-28 ,2015-10-28 ,8bad5234-3c47-4003-b9c1-cd2c6ddd5e1a,56,56,956,10,,EUR
978,979,2015-10-28 ,2015-10-28 ,f61ea07a-c2c2-498e-9a5e-1b7de8cf9896,56,56,957,10,,EUR
979,980,2015-10-28 ,2015-10-28 ,ffc31996-2366-4243-8623-61bbe91bc2bc,56,56,958,10,,EUR
980,981,2015-10-28 ,2015-10-28 ,77428114-49a8-4bbc-bc07-60884aa26789,56,56,959,10,,EUR
981,982,2015-10-28 ,2015-10-28 ,1dd98478-d660-4fda-9b84-485b646465a5,56,56,960,10,,EUR
982,983,2015-10-28 ,2015-10-28 ,bc5cf42b-8370-4f8f-bb94-ca220e1ca8fe,56,56,961,10,,EUR
983,984,2015-10-28 ,2015-10-28 ,a8dcd7ff-15c5-4c2d-b4e5-9147fd0a485f,56,56,962,10,,EUR
984,985,2015-10-28 ,2015-10-28 ,904ae59e-ce78-4031-b410-23a8e108610a,56,56,963,10,,EUR
985,986,2015-10-28 ,2015-10-28 ,228a4fa4-e93f-4190-805a-ff33a6ff956d,56,56,964,10,,EUR
986,987,2015-10-28 ,2015-10-28 ,9f1e1d61-2b48-43c3-a835-b9b470c5a98c,56,56,965,10,,EUR
987,988,2015-10-28 ,2015-10-28 ,e7e97768-9a75-4652-9fb5-6b470f5e2776,56,56,966,10,,EUR
988,989,2015-10-28 ,2015-10-28 ,f79d2a5d-7403-4d93-9278-5d9b20eef575,56,56,967,10,,EUR
989,990,2015-10-28 ,2015-10-28 ,a57a7dcc-ab4b-4af0-8330-c7743a0afb30,56,56,968,10,,EUR
990,991,2015-10-28 ,2015-10-28 ,3c02e2c1-ac5b-44ef-8f94-ccfdbca63b75,56,56,969,10,,EUR
991,992,2015-10-28 ,2015-10-28 ,c73ac03a-f70a-41b9-b8d6-d1517cdf3f41,56,56,970,10,,EUR
992,993,2015-10-28 ,2015-10-28 ,00bbf3f9-dfe1-4091-acd7-103e3cfedc5f,56,56,971,10,,EUR
993,994,2015-10-28 ,2015-10-28 ,f0d04b47-bd90-4781-9083-f61f6024886a,56,56,972,10,,EUR
994,995,2015-10-28 ,2015-10-28 ,b2f2d2ec-256f-44e6-8bd1-82107ef8a8a8,56,56,973,10,,EUR
995,996,2015-10-28 ,2015-10-28 ,bc6da172-26aa-47ad-9902-2b26473e1a1b,56,56,974,10,,EUR
996,997,2015-10-28 ,2015-10-28 ,b3917c6e-fee0-428a-9918-fe840db17009,56,56,975,10,,EUR
997,998,2015-10-28 ,2015-10-28 ,78ed82a2-dae6-46d8-ace4-f2d013dcd1f7,56,56,976,10,,EUR
998,999,2015-10-28 ,2015-10-28 ,c29d2884-2590-4a74-bd44-78b41476ff42,56,56,977,10,,EUR
999,1000,2015-10-28 ,2015-10-28 ,b16beec4-d470-4255-bfb6-dd0b19f88495,56,56,978,10,,EUR
1000,1001,2015-10-28 ,2015-10-28 ,1cc2131e-02e6-4bf5-a7f7-ffe2602ed515,56,56,979,10,,EUR
