rownames,region_id,created,modified,code,created_by_id,last_modification_by_id,country_id,text_fr,text_en
1,1,2018-07-18 ,2018-07-18 ,AF-01,,,93,Badakhshan,Badakhshan
2,2,2018-07-18 ,2018-07-18 ,AF-02,,,93,Badghis,Badghis
3,3,2018-07-18 ,2018-07-18 ,AF-03,,,93,Baghlan,Baghlan
4,4,2018-07-18 ,2018-07-18 ,AF-04,,,93,Balkh,Balkh
5,5,2018-07-18 ,2018-07-18 ,AF-05,,,93,Bamyan,Bamyan
6,6,2018-07-18 ,2018-07-18 ,AF-06,,,93,Daykundi,Daykundi
7,7,2018-07-18 ,2018-07-18 ,AF-07,,,93,Farah,Farah
8,8,2018-07-18 ,2018-07-18 ,AF-08,,,93,Faryab,Faryab
9,9,2018-07-18 ,2018-07-18 ,AF-09,,,93,Ghazni,Ghazni
10,10,2018-07-18 ,2018-07-18 ,AF-10,,,93,Ghor,Ghor
11,11,2018-07-18 ,2018-07-18 ,AF-11,,,93,Hilmand,Hilmand
12,12,2018-07-18 ,2018-07-18 ,AF-12,,,93,Hirat,Hirat
13,13,2018-07-18 ,2018-07-18 ,AF-13,,,93,Jawzjan,Jawzjan
14,14,2018-07-18 ,2018-07-18 ,AF-14,,,93,Kabul,Kabul
15,15,2018-07-18 ,2018-07-18 ,AF-15,,,93,Kandahar,Kandahar
16,16,2018-07-18 ,2018-07-18 ,AF-16,,,93,Kapisa,Kapisa
17,17,2018-07-18 ,2018-07-18 ,AF-17,,,93,Khost,Khost
18,18,2018-07-18 ,2018-07-18 ,AF-18,,,93,Kunar,Kunar
19,19,2018-07-18 ,2018-07-18 ,AF-19,,,93,Kunduz,Kunduz
20,20,2018-07-18 ,2018-07-18 ,AF-20,,,93,Laghman,Laghman
21,21,2018-07-18 ,2018-07-18 ,AF-21,,,93,Logar,Logar
22,22,2018-07-18 ,2018-07-18 ,AF-22,,,93,Nangarhar,Nangarhar
23,23,2018-07-18 ,2018-07-18 ,AF-23,,,93,Nimroz,Nimroz
24,24,2018-07-18 ,2018-07-18 ,AF-24,,,93,Nuristan,Nuristan
25,25,2018-07-18 ,2018-07-18 ,AF-25,,,93,Paktika,Paktika
26,26,2018-07-18 ,2018-07-18 ,AF-26,,,93,Paktya,Paktya
27,27,2018-07-18 ,2018-07-18 ,AF-27,,,93,Panjshir,Panjshir
28,28,2018-07-18 ,2018-07-18 ,AF-28,,,93,Parwan,Parwan
29,29,2018-07-18 ,2018-07-18 ,AF-29,,,93,Samangan,Samangan
30,30,2018-07-18 ,2018-07-18 ,AF-30,,,93,Sari Pul,Sari Pul
31,31,2018-07-18 ,2018-07-18 ,AF-31,,,93,Takhar,Takhar
32,32,2018-07-18 ,2018-07-18 ,AF-32,,,93,Uruzgan,Uruzgan
33,33,2018-07-18 ,2018-07-18 ,AF-33,,,93,Wardak,Wardak
34,34,2018-07-18 ,2018-07-18 ,AF-34,,,93,Zabul,Zabul
35,35,2018-07-18 ,2018-07-18 ,AO-01,,,98,Bengo,Bengo
36,36,2018-07-18 ,2018-07-18 ,AO-02,,,98,Benguela,Benguela
37,37,2018-07-18 ,2018-07-18 ,AO-03,,,98,Bie,Bie
38,38,2018-07-18 ,2018-07-18 ,AO-04,,,98,Cabinda,Cabinda
39,39,2018-07-18 ,2018-07-18 ,AO-05,,,98,Cuando Cubango,Cuando Cubango
40,40,2018-07-18 ,2018-07-18 ,AO-06,,,98,Cuanza Norte,Cuanza Norte
41,41,2018-07-18 ,2018-07-18 ,AO-07,,,98,Cuanza Sul,Cuanza Sul
42,42,2018-07-18 ,2018-07-18 ,AO-08,,,98,Cunene,Cunene
43,43,2018-07-18 ,2018-07-18 ,AO-09,,,98,Huila,Huila
44,44,2018-07-18 ,2018-07-18 ,AO-10,,,98,Huambo,Huambo
45,45,2018-07-18 ,2018-07-18 ,AO-11,,,98,Luanda,Luanda
46,46,2018-07-18 ,2018-07-18 ,AO-12,,,98,Lunda Norte,Lunda Norte
47,47,2018-07-18 ,2018-07-18 ,AO-13,,,98,Lunda Sul,Lunda Sul
48,48,2018-07-18 ,2018-07-18 ,AO-14,,,98,Malanje,Malanje
49,49,2018-07-18 ,2018-07-18 ,AO-15,,,98,Moxico,Moxico
50,50,2018-07-18 ,2018-07-18 ,AO-16,,,98,Namibe,Namibe
51,51,2018-07-18 ,2018-07-18 ,AO-17,,,98,Uige,Uige
52,52,2018-07-18 ,2018-07-18 ,AO-18,,,98,Zaire,Zaire
53,53,2018-07-18 ,2018-07-18 ,AX-01,,,100,Brändö,Brändö
54,54,2018-07-18 ,2018-07-18 ,AX-02,,,100,Eckerö,Eckerö
55,55,2018-07-18 ,2018-07-18 ,AX-03,,,100,Föglö,Föglö
56,56,2018-07-18 ,2018-07-18 ,AX-04,,,100,Finström,Finström
57,57,2018-07-18 ,2018-07-18 ,AX-05,,,100,Geta,Geta
58,58,2018-07-18 ,2018-07-18 ,AX-06,,,100,Hammarland,Hammarland
59,59,2018-07-18 ,2018-07-18 ,AX-07,,,100,Jomala,Jomala
60,60,2018-07-18 ,2018-07-18 ,AX-08,,,100,Kökar,Kökar
61,61,2018-07-18 ,2018-07-18 ,AX-09,,,100,Kumlinge,Kumlinge
62,62,2018-07-18 ,2018-07-18 ,AX-10,,,100,Lemland,Lemland
63,63,2018-07-18 ,2018-07-18 ,AX-11,,,100,Lumparland,Lumparland
64,64,2018-07-18 ,2018-07-18 ,AX-12,,,100,Mariehamn,Mariehamn
65,65,2018-07-18 ,2018-07-18 ,AX-13,,,100,Saltvik,Saltvik
66,66,2018-07-18 ,2018-07-18 ,AX-14,,,100,Sottunga,Sottunga
67,67,2018-07-18 ,2018-07-18 ,AX-15,,,100,Sund,Sund
68,68,2018-07-18 ,2018-07-18 ,AX-16,,,100,Vårdö,Vårdö
69,69,2018-07-18 ,2018-07-18 ,AL-01,,,101,Berat,Berat
70,70,2018-07-18 ,2018-07-18 ,AL-02,,,101,Dibër,Dibër
71,71,2018-07-18 ,2018-07-18 ,AL-03,,,101,Durrës,Durrës
72,72,2018-07-18 ,2018-07-18 ,AL-04,,,101,Elbasan,Elbasan
73,73,2018-07-18 ,2018-07-18 ,AL-05,,,101,Fier,Fier
74,74,2018-07-18 ,2018-07-18 ,AL-06,,,101,Gjirokastër,Gjirokastër
75,75,2018-07-18 ,2018-07-18 ,AL-07,,,101,Korçë,Korçë
76,76,2018-07-18 ,2018-07-18 ,AL-08,,,101,Kukës,Kukës
77,77,2018-07-18 ,2018-07-18 ,AL-09,,,101,Lezhë,Lezhë
78,78,2018-07-18 ,2018-07-18 ,AL-10,,,101,Shkodër,Shkodër
79,79,2018-07-18 ,2018-07-18 ,AL-11,,,101,Tiranë,Tiranë
80,80,2018-07-18 ,2018-07-18 ,AL-12,,,101,Vlorë,Vlorë
81,81,2018-07-18 ,2018-07-18 ,AD-01,,,102,Andorra la Vella,Andorra la Vella
82,82,2018-07-18 ,2018-07-18 ,AD-02,,,102,Canillo,Canillo
83,83,2018-07-18 ,2018-07-18 ,AD-03,,,102,Encamp,Encamp
84,84,2018-07-18 ,2018-07-18 ,AD-04,,,102,Escaldes-Engordany,Escaldes-Engordany
85,85,2018-07-18 ,2018-07-18 ,AD-05,,,102,La Massana,La Massana
86,86,2018-07-18 ,2018-07-18 ,AD-06,,,102,Ordino,Ordino
87,87,2018-07-18 ,2018-07-18 ,AD-07,,,102,Sant Julia de Loria,Sant Julia de Loria
88,88,2018-07-18 ,2018-07-18 ,AE-01,,,29,Abu Dhabi,Abu Dhabi
89,89,2018-07-18 ,2018-07-18 ,AE-02,,,29,Ajman,Ajman
90,90,2018-07-18 ,2018-07-18 ,AE-03,,,29,Dubay,Dubay
91,91,2018-07-18 ,2018-07-18 ,AE-04,,,29,Fujayrah,Fujayrah
92,92,2018-07-18 ,2018-07-18 ,AE-05,,,29,Neutral Zone,Neutral Zone
93,93,2018-07-18 ,2018-07-18 ,AE-06,,,29,Ras Al Khaymah,Ras Al Khaymah
94,94,2018-07-18 ,2018-07-18 ,AE-07,,,29,Sharjah,Sharjah
95,95,2018-07-18 ,2018-07-18 ,AE-08,,,29,Umm Al Qaywayn,Umm Al Qaywayn
96,96,2018-07-18 ,2018-07-18 ,AR-01,,,103,Buenos Aires,Buenos Aires
97,97,2018-07-18 ,2018-07-18 ,AR-02,,,103,Cordoba,Cordoba
98,98,2018-07-18 ,2018-07-18 ,AR-03,,,103,Catamarca,Catamarca
99,99,2018-07-18 ,2018-07-18 ,AR-04,,,103,Chaco,Chaco
100,100,2018-07-18 ,2018-07-18 ,AR-05,,,103,Chubut,Chubut
101,101,2018-07-18 ,2018-07-18 ,AR-06,,,103,Ciudad de Buenos Aires,Ciudad de Buenos Aires
102,102,2018-07-18 ,2018-07-18 ,AR-07,,,103,Corrientes,Corrientes
103,103,2018-07-18 ,2018-07-18 ,AR-08,,,103,Entre Rios,Entre Rios
104,104,2018-07-18 ,2018-07-18 ,AR-09,,,103,Formosa,Formosa
105,105,2018-07-18 ,2018-07-18 ,AR-10,,,103,Jujuy,Jujuy
106,106,2018-07-18 ,2018-07-18 ,AR-11,,,103,La Pampa,La Pampa
107,107,2018-07-18 ,2018-07-18 ,AR-12,,,103,La Rioja,La Rioja
108,108,2018-07-18 ,2018-07-18 ,AR-13,,,103,Mendoza,Mendoza
109,109,2018-07-18 ,2018-07-18 ,AR-14,,,103,Misiones,Misiones
110,110,2018-07-18 ,2018-07-18 ,AR-15,,,103,Neuquen,Neuquen
111,111,2018-07-18 ,2018-07-18 ,AR-16,,,103,Rio Negro,Rio Negro
112,112,2018-07-18 ,2018-07-18 ,AR-17,,,103,Salta,Salta
113,113,2018-07-18 ,2018-07-18 ,AR-18,,,103,San Juan,San Juan
114,114,2018-07-18 ,2018-07-18 ,AR-19,,,103,San Luis,San Luis
115,115,2018-07-18 ,2018-07-18 ,AR-20,,,103,Santa Cruz,Santa Cruz
116,116,2018-07-18 ,2018-07-18 ,AR-21,,,103,Santa Fe,Santa Fe
117,117,2018-07-18 ,2018-07-18 ,AR-22,,,103,Santiago del Estero,Santiago del Estero
118,118,2018-07-18 ,2018-07-18 ,AR-23,,,103,Tierra del Fuego,Tierra del Fuego
119,119,2018-07-18 ,2018-07-18 ,AR-24,,,103,Tucuman,Tucuman
120,120,2018-07-18 ,2018-07-18 ,AM-01,,,18,Aragatsotn,Aragatsotn
121,121,2018-07-18 ,2018-07-18 ,AM-02,,,18,Ararat,Ararat
122,122,2018-07-18 ,2018-07-18 ,AM-03,,,18,Armavir,Armavir
123,123,2018-07-18 ,2018-07-18 ,AM-04,,,18,Erevan,Erevan
124,124,2018-07-18 ,2018-07-18 ,AM-05,,,18,Gegharkunik,Gegharkunik
125,125,2018-07-18 ,2018-07-18 ,AM-06,,,18,Kotayk,Kotayk
126,126,2018-07-18 ,2018-07-18 ,AM-07,,,18,Lori,Lori
127,127,2018-07-18 ,2018-07-18 ,AM-08,,,18,Shirak,Shirak
128,128,2018-07-18 ,2018-07-18 ,AM-09,,,18,Syunik,Syunik
129,129,2018-07-18 ,2018-07-18 ,AM-10,,,18,Tavush,Tavush
130,130,2018-07-18 ,2018-07-18 ,AM-11,,,18,Vayots Dzor,Vayots Dzor
131,131,2018-07-18 ,2018-07-18 ,AS-01,,,104,Eastern,Eastern
132,132,2018-07-18 ,2018-07-18 ,AS-02,,,104,Manu'a,Manu'a
133,133,2018-07-18 ,2018-07-18 ,AS-03,,,104,Unorganized,Unorganized
134,134,2018-07-18 ,2018-07-18 ,AS-04,,,104,Western,Western
135,135,2018-07-18 ,2018-07-18 ,TF-01,,,106,Îles Eparses,Îles Eparses
136,136,2018-07-18 ,2018-07-18 ,TF-02,,,106,Îles Crozet,Îles Crozet
137,137,2018-07-18 ,2018-07-18 ,TF-03,,,106,Îles Saint Paul et Amsterdam,Îles Saint Paul et Amsterdam
138,138,2018-07-18 ,2018-07-18 ,TF-04,,,106,Kerguelen,Kerguelen
139,139,2018-07-18 ,2018-07-18 ,AG-01,,,107,Barbuda,Barbuda
140,140,2018-07-18 ,2018-07-18 ,AG-02,,,107,Redonda,Redonda
141,141,2018-07-18 ,2018-07-18 ,AG-03,,,107,Saint George,Saint George
142,142,2018-07-18 ,2018-07-18 ,AG-04,,,107,Saint John,Saint John
143,143,2018-07-18 ,2018-07-18 ,AG-05,,,107,Saint Mary,Saint Mary
144,144,2018-07-18 ,2018-07-18 ,AG-06,,,107,Saint Paul,Saint Paul
145,145,2018-07-18 ,2018-07-18 ,AG-07,,,107,Saint Peter,Saint Peter
146,146,2018-07-18 ,2018-07-18 ,AG-08,,,107,Saint Philip,Saint Philip
147,147,2018-07-18 ,2018-07-18 ,AU-01,,,26,Ashmore and Cartier Islands,Ashmore and Cartier Islands
148,148,2018-07-18 ,2018-07-18 ,AU-02,,,26,Australian Capital Territory,Australian Capital Territory
149,149,2018-07-18 ,2018-07-18 ,AU-03,,,26,Coral Sea Islands,Coral Sea Islands
150,150,2018-07-18 ,2018-07-18 ,AU-04,,,26,Jervis Bay Territory,Jervis Bay Territory
151,151,2018-07-18 ,2018-07-18 ,AU-05,,,26,New South Wales,New South Wales
152,152,2018-07-18 ,2018-07-18 ,AU-06,,,26,Northern Territory,Northern Territory
153,153,2018-07-18 ,2018-07-18 ,AU-07,,,26,Queensland,Queensland
154,154,2018-07-18 ,2018-07-18 ,AU-08,,,26,South Australia,South Australia
155,155,2018-07-18 ,2018-07-18 ,AU-09,,,26,Tasmania,Tasmania
156,156,2018-07-18 ,2018-07-18 ,AU-10,,,26,Victoria,Victoria
157,157,2018-07-18 ,2018-07-18 ,AU-11,,,26,Western Australia,Western Australia
158,158,2018-07-18 ,2018-07-18 ,AT-01,,,108,Burgenland,Burgenland
159,159,2018-07-18 ,2018-07-18 ,AT-02,,,108,Kärnten,Kärnten
160,160,2018-07-18 ,2018-07-18 ,AT-03,,,108,Niederösterreich,Niederösterreich
161,161,2018-07-18 ,2018-07-18 ,AT-04,,,108,Oberösterreich,Oberösterreich
162,162,2018-07-18 ,2018-07-18 ,AT-05,,,108,Salzburg,Salzburg
163,163,2018-07-18 ,2018-07-18 ,AT-06,,,108,Steiermark,Steiermark
164,164,2018-07-18 ,2018-07-18 ,AT-07,,,108,Tirol,Tirol
165,165,2018-07-18 ,2018-07-18 ,AT-08,,,108,Vorarlberg,Vorarlberg
166,166,2018-07-18 ,2018-07-18 ,AT-09,,,108,Wien,Wien
167,167,2018-07-18 ,2018-07-18 ,AZ-01,,,109,Absheron,Absheron
168,168,2018-07-18 ,2018-07-18 ,AZ-02,,,109,Aran,Aran
169,169,2018-07-18 ,2018-07-18 ,AZ-03,,,109,Daglig-Shirvan,Daglig-Shirvan
170,170,2018-07-18 ,2018-07-18 ,AZ-04,,,109,Ganja-Qazakh,Ganja-Qazakh
171,171,2018-07-18 ,2018-07-18 ,AZ-05,,,109,Kalbajar-Lachin,Kalbajar-Lachin
172,172,2018-07-18 ,2018-07-18 ,AZ-06,,,109,Lankaran,Lankaran
173,173,2018-07-18 ,2018-07-18 ,AZ-07,,,109,Nakhchivan,Nakhchivan
174,174,2018-07-18 ,2018-07-18 ,AZ-08,,,109,Quba-Khachmaz,Quba-Khachmaz
175,175,2018-07-18 ,2018-07-18 ,AZ-09,,,109,Shaki-Zaqatala,Shaki-Zaqatala
176,176,2018-07-18 ,2018-07-18 ,AZ-10,,,109,Yukhari-Karabakh,Yukhari-Karabakh
177,177,2018-07-18 ,2018-07-18 ,BI-01,,,110,Bubanza,Bubanza
178,178,2018-07-18 ,2018-07-18 ,BI-02,,,110,Bujumbura Mairie,Bujumbura Mairie
179,179,2018-07-18 ,2018-07-18 ,BI-03,,,110,Bujumbura Rural,Bujumbura Rural
180,180,2018-07-18 ,2018-07-18 ,BI-04,,,110,Bururi,Bururi
181,181,2018-07-18 ,2018-07-18 ,BI-05,,,110,Cankuzo,Cankuzo
182,182,2018-07-18 ,2018-07-18 ,BI-06,,,110,Cibitoke,Cibitoke
183,183,2018-07-18 ,2018-07-18 ,BI-07,,,110,Gitega,Gitega
184,184,2018-07-18 ,2018-07-18 ,BI-08,,,110,Karuzi,Karuzi
185,185,2018-07-18 ,2018-07-18 ,BI-09,,,110,Kayanza,Kayanza
186,186,2018-07-18 ,2018-07-18 ,BI-10,,,110,Kirundo,Kirundo
187,187,2018-07-18 ,2018-07-18 ,BI-11,,,110,Makamba,Makamba
188,188,2018-07-18 ,2018-07-18 ,BI-12,,,110,Muramvya,Muramvya
189,189,2018-07-18 ,2018-07-18 ,BI-13,,,110,Muyinga,Muyinga
190,190,2018-07-18 ,2018-07-18 ,BI-14,,,110,Mwaro,Mwaro
191,191,2018-07-18 ,2018-07-18 ,BI-15,,,110,Ngozi,Ngozi
192,192,2018-07-18 ,2018-07-18 ,BI-16,,,110,Rutana,Rutana
193,193,2018-07-18 ,2018-07-18 ,BI-17,,,110,Ruyigi,Ruyigi
194,194,2018-07-18 ,2018-07-18 ,BE-01,,,83,Bruxelles,Bruxelles
195,195,2018-07-18 ,2018-07-18 ,BE-02,,,83,Vlaanderen,Vlaanderen
196,196,2018-07-18 ,2018-07-18 ,BE-03,,,83,Wallonie,Wallonie
197,197,2018-07-18 ,2018-07-18 ,BJ-01,,,111,Alibori,Alibori
198,198,2018-07-18 ,2018-07-18 ,BJ-02,,,111,Atakora,Atakora
199,199,2018-07-18 ,2018-07-18 ,BJ-03,,,111,Atlantique,Atlantique
200,200,2018-07-18 ,2018-07-18 ,BJ-04,,,111,Borgou,Borgou
201,201,2018-07-18 ,2018-07-18 ,BJ-05,,,111,Collines,Collines
202,202,2018-07-18 ,2018-07-18 ,BJ-06,,,111,Donga,Donga
203,203,2018-07-18 ,2018-07-18 ,BJ-07,,,111,Kouffo,Kouffo
204,204,2018-07-18 ,2018-07-18 ,BJ-08,,,111,Littoral,Littoral
205,205,2018-07-18 ,2018-07-18 ,BJ-09,,,111,Mono,Mono
206,206,2018-07-18 ,2018-07-18 ,BJ-10,,,111,Oueme,Oueme
207,207,2018-07-18 ,2018-07-18 ,BJ-11,,,111,Plateau,Plateau
208,208,2018-07-18 ,2018-07-18 ,BJ-12,,,111,Zou,Zou
209,209,2018-07-18 ,2018-07-18 ,BQ-01,,,112,Bonaire,Bonaire
210,210,2018-07-18 ,2018-07-18 ,BQ-02,,,112,Saba,Saba
211,211,2018-07-18 ,2018-07-18 ,BQ-03,,,112,Sint Eustatius,Sint Eustatius
212,212,2018-07-18 ,2018-07-18 ,BF-01,,,11,Boucle du Mouhoun,Boucle du Mouhoun
213,213,2018-07-18 ,2018-07-18 ,BF-02,,,11,Cascades,Cascades
214,214,2018-07-18 ,2018-07-18 ,BF-03,,,11,Centre-Est,Centre-Est
215,215,2018-07-18 ,2018-07-18 ,BF-04,,,11,Centre-Nord,Centre-Nord
216,216,2018-07-18 ,2018-07-18 ,BF-05,,,11,Centre-Ouest,Centre-Ouest
217,217,2018-07-18 ,2018-07-18 ,BF-06,,,11,Centre-Sud,Centre-Sud
218,218,2018-07-18 ,2018-07-18 ,BF-07,,,11,Centre,Centre
219,219,2018-07-18 ,2018-07-18 ,BF-08,,,11,Est,Est
220,220,2018-07-18 ,2018-07-18 ,BF-09,,,11,Haut-Bassins,Haut-Bassins
221,221,2018-07-18 ,2018-07-18 ,BF-10,,,11,Nord,Nord
222,222,2018-07-18 ,2018-07-18 ,BF-11,,,11,Plateau-Central,Plateau-Central
223,223,2018-07-18 ,2018-07-18 ,BF-12,,,11,Sahel,Sahel
224,224,2018-07-18 ,2018-07-18 ,BF-13,,,11,Sud-Ouest,Sud-Ouest
225,225,2018-07-18 ,2018-07-18 ,BD-01,,,95,Barisal,Barisal
226,226,2018-07-18 ,2018-07-18 ,BD-02,,,95,Chittagong,Chittagong
227,227,2018-07-18 ,2018-07-18 ,BD-03,,,95,Dhaka,Dhaka
228,228,2018-07-18 ,2018-07-18 ,BD-04,,,95,Khulna,Khulna
229,229,2018-07-18 ,2018-07-18 ,BD-05,,,95,Rajshahi,Rajshahi
230,230,2018-07-18 ,2018-07-18 ,BD-06,,,95,Rangpur,Rangpur
231,231,2018-07-18 ,2018-07-18 ,BD-07,,,95,Sylhet,Sylhet
232,232,2018-07-18 ,2018-07-18 ,BG-01,,,113,Blagoevgrad,Blagoevgrad
233,233,2018-07-18 ,2018-07-18 ,BG-02,,,113,Burgas,Burgas
234,234,2018-07-18 ,2018-07-18 ,BG-03,,,113,Dobrich,Dobrich
235,235,2018-07-18 ,2018-07-18 ,BG-04,,,113,Gabrovo,Gabrovo
236,236,2018-07-18 ,2018-07-18 ,BG-05,,,113,Grad Sofiya,Grad Sofiya
237,237,2018-07-18 ,2018-07-18 ,BG-06,,,113,Haskovo,Haskovo
238,238,2018-07-18 ,2018-07-18 ,BG-07,,,113,Kardzhali,Kardzhali
239,239,2018-07-18 ,2018-07-18 ,BG-08,,,113,Kyustendil,Kyustendil
240,240,2018-07-18 ,2018-07-18 ,BG-09,,,113,Lovech,Lovech
241,241,2018-07-18 ,2018-07-18 ,BG-10,,,113,Montana,Montana
242,242,2018-07-18 ,2018-07-18 ,BG-11,,,113,Pazardzhik,Pazardzhik
243,243,2018-07-18 ,2018-07-18 ,BG-12,,,113,Pernik,Pernik
244,244,2018-07-18 ,2018-07-18 ,BG-13,,,113,Pleven,Pleven
245,245,2018-07-18 ,2018-07-18 ,BG-14,,,113,Plovdiv,Plovdiv
246,246,2018-07-18 ,2018-07-18 ,BG-15,,,113,Razgrad,Razgrad
247,247,2018-07-18 ,2018-07-18 ,BG-16,,,113,Ruse,Ruse
248,248,2018-07-18 ,2018-07-18 ,BG-17,,,113,Shumen,Shumen
249,249,2018-07-18 ,2018-07-18 ,BG-18,,,113,Silistra,Silistra
250,250,2018-07-18 ,2018-07-18 ,BG-19,,,113,Sliven,Sliven
251,251,2018-07-18 ,2018-07-18 ,BG-20,,,113,Smolyan,Smolyan
252,252,2018-07-18 ,2018-07-18 ,BG-21,,,113,Sofia,Sofia
253,253,2018-07-18 ,2018-07-18 ,BG-22,,,113,Stara Zagora,Stara Zagora
254,254,2018-07-18 ,2018-07-18 ,BG-23,,,113,Targovishte,Targovishte
255,255,2018-07-18 ,2018-07-18 ,BG-24,,,113,Varna,Varna
256,256,2018-07-18 ,2018-07-18 ,BG-25,,,113,Veliko Tarnovo,Veliko Tarnovo
257,257,2018-07-18 ,2018-07-18 ,BG-26,,,113,Vidin,Vidin
258,258,2018-07-18 ,2018-07-18 ,BG-27,,,113,Vratsa,Vratsa
259,259,2018-07-18 ,2018-07-18 ,BG-28,,,113,Yambol,Yambol
260,260,2018-07-18 ,2018-07-18 ,BH-01,,,114,Capital,Capital
261,261,2018-07-18 ,2018-07-18 ,BH-02,,,114,Central,Central
262,262,2018-07-18 ,2018-07-18 ,BH-03,,,114,Muharraq,Muharraq
263,263,2018-07-18 ,2018-07-18 ,BH-04,,,114,Northern,Northern
264,264,2018-07-18 ,2018-07-18 ,BH-05,,,114,Southern,Southern
265,265,2018-07-18 ,2018-07-18 ,BS-01,,,115,Acklins,Acklins
266,266,2018-07-18 ,2018-07-18 ,BS-02,,,115,Berry Islands,Berry Islands
267,267,2018-07-18 ,2018-07-18 ,BS-03,,,115,Biminis,Biminis
268,268,2018-07-18 ,2018-07-18 ,BS-04,,,115,Black Point,Black Point
269,269,2018-07-18 ,2018-07-18 ,BS-05,,,115,Cat Island,Cat Island
270,270,2018-07-18 ,2018-07-18 ,BS-06,,,115,Central Abaco,Central Abaco
271,271,2018-07-18 ,2018-07-18 ,BS-07,,,115,Central Andros,Central Andros
272,272,2018-07-18 ,2018-07-18 ,BS-08,,,115,Central Eleuthera,Central Eleuthera
273,273,2018-07-18 ,2018-07-18 ,BS-09,,,115,City of Freeport,City of Freeport
274,274,2018-07-18 ,2018-07-18 ,BS-10,,,115,Crooked Island,Crooked Island
275,275,2018-07-18 ,2018-07-18 ,BS-11,,,115,East Grand Bahama,East Grand Bahama
276,276,2018-07-18 ,2018-07-18 ,BS-12,,,115,Exuma,Exuma
277,277,2018-07-18 ,2018-07-18 ,BS-13,,,115,Grand Cay,Grand Cay
278,278,2018-07-18 ,2018-07-18 ,BS-14,,,115,Harbour Island,Harbour Island
279,279,2018-07-18 ,2018-07-18 ,BS-15,,,115,Hope Town,Hope Town
280,280,2018-07-18 ,2018-07-18 ,BS-16,,,115,Inagua,Inagua
281,281,2018-07-18 ,2018-07-18 ,BS-17,,,115,Long Island,Long Island
282,282,2018-07-18 ,2018-07-18 ,BS-18,,,115,Mangrove Cay,Mangrove Cay
283,283,2018-07-18 ,2018-07-18 ,BS-19,,,115,Mayaguana,Mayaguana
284,284,2018-07-18 ,2018-07-18 ,BS-20,,,115,Moore's Island,Moore's Island
285,285,2018-07-18 ,2018-07-18 ,BS-21,,,115,New Providence,New Providence
286,286,2018-07-18 ,2018-07-18 ,BS-22,,,115,North Abaco,North Abaco
287,287,2018-07-18 ,2018-07-18 ,BS-23,,,115,North Andros,North Andros
288,288,2018-07-18 ,2018-07-18 ,BS-24,,,115,North Eleuthera,North Eleuthera
289,289,2018-07-18 ,2018-07-18 ,BS-25,,,115,Ragged Island,Ragged Island
290,290,2018-07-18 ,2018-07-18 ,BS-26,,,115,Rum Cay,Rum Cay
291,291,2018-07-18 ,2018-07-18 ,BS-27,,,115,San Salvador,San Salvador
292,292,2018-07-18 ,2018-07-18 ,BS-28,,,115,South Abaco,South Abaco
293,293,2018-07-18 ,2018-07-18 ,BS-29,,,115,South Andros,South Andros
294,294,2018-07-18 ,2018-07-18 ,BS-30,,,115,South Eleuthera,South Eleuthera
295,295,2018-07-18 ,2018-07-18 ,BS-31,,,115,Spanish Wells,Spanish Wells
296,296,2018-07-18 ,2018-07-18 ,BS-32,,,115,West Grand Bahama,West Grand Bahama
297,297,2018-07-18 ,2018-07-18 ,BA-01,,,116,Brcko,Brcko
298,298,2018-07-18 ,2018-07-18 ,BA-02,,,116,Federacija Bosna i Hercegovina,Federacija Bosna i Hercegovina
299,299,2018-07-18 ,2018-07-18 ,BA-03,,,116,Repuplika Srpska,Repuplika Srpska
300,300,2018-07-18 ,2018-07-18 ,BY-01,,,118,Brest,Brest
301,301,2018-07-18 ,2018-07-18 ,BY-02,,,118,Homyel',Homyel'
302,302,2018-07-18 ,2018-07-18 ,BY-03,,,118,Hrodna,Hrodna
303,303,2018-07-18 ,2018-07-18 ,BY-04,,,118,Mahilyow,Mahilyow
304,304,2018-07-18 ,2018-07-18 ,BY-05,,,118,Minsk,Minsk
305,305,2018-07-18 ,2018-07-18 ,BY-06,,,118,Vitsyebsk,Vitsyebsk
306,306,2018-07-18 ,2018-07-18 ,BZ-01,,,119,Belize,Belize
307,307,2018-07-18 ,2018-07-18 ,BZ-02,,,119,Cayo,Cayo
308,308,2018-07-18 ,2018-07-18 ,BZ-03,,,119,Corozal,Corozal
309,309,2018-07-18 ,2018-07-18 ,BZ-04,,,119,Orange Walk,Orange Walk
310,310,2018-07-18 ,2018-07-18 ,BZ-05,,,119,Stann Creek,Stann Creek
311,311,2018-07-18 ,2018-07-18 ,BZ-06,,,119,Toledo,Toledo
312,312,2018-07-18 ,2018-07-18 ,BM-01,,,120,Devonshire,Devonshire
313,313,2018-07-18 ,2018-07-18 ,BM-02,,,120,Hamilton Municipality,Hamilton Municipality
314,314,2018-07-18 ,2018-07-18 ,BM-03,,,120,Hamilton,Hamilton
315,315,2018-07-18 ,2018-07-18 ,BM-04,,,120,Paget,Paget
316,316,2018-07-18 ,2018-07-18 ,BM-05,,,120,Pembroke,Pembroke
317,317,2018-07-18 ,2018-07-18 ,BM-06,,,120,Saint George's,Saint George's
318,318,2018-07-18 ,2018-07-18 ,BM-07,,,120,Saint George municipality,Saint George municipality
