rownames,session_id,project_id,event_id,article_id,named_aticle_id,theme_id,sub_theme_id,user_comments,event_year,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,qyear,unit_price,unit_price_cur,unit_price_eur,total_cost,real_total_cost,real_total_cost_manual,financer_id,is_in_accounting,comments,credte,creuser_id,upddte,upduser_id,refqyear,refunit_price_eur,reftotal_cost,comptage_jours_qyear
655,1,51,@A_51_2072013,207,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,78334.85,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
656,1,51,@A_51_2072014,207,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,44324.53999999942,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
657,1,51,@A_51_2072015,207,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,7774.9000000000005,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
658,1,51,@A_51_2082013,208,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,5649.339999999997,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
659,1,51,@A_51_2082014,208,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,22781.529999999733,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
660,1,51,@A_51_2082015,208,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,354.3299999999999,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
661,1,51,@A_51_2092014,209,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,22169.119999999788,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
662,1,51,@A_51_2092015,209,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,1791.41,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
663,1,51,@A_51_2102013,210,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,14406.98,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
664,1,51,@A_51_2102014,210,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,18206.96999999972,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
665,1,51,@A_51_2102015,210,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,1517.6799999999998,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
666,1,51,@A_51_2112013,211,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,912.15,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
667,1,51,@A_51_2112014,211,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,446.85999999999996,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
668,1,51,@A_51_2122013,212,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,186,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
669,1,51,@A_51_2122014,212,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,663.47,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
670,1,51,@A_51_2132013,213,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,1277.37,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
671,1,51,@A_51_2132014,213,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,2065.19,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
672,1,51,@A_51_2142013,214,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,2229.73,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
673,1,51,@A_51_2142014,214,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,5596.250000000052,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
674,1,51,@A_51_2142015,214,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,107.94999999999999,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
675,1,51,@A_51_2152013,215,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,224914.49999999997,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
676,1,51,@A_51_2152014,215,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,212571.77999999933,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
677,1,51,@A_51_2152015,215,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,18551.47,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
678,1,51,@A_51_2162013,216,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,9588.970000000001,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
679,1,51,@A_51_2162014,216,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,31357.819999999985,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
680,1,51,@A_51_2162015,216,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,2554.78,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
681,1,51,@A_51_2172013,217,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,78523.44,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
682,1,51,@A_51_2172014,217,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,104095.08999999995,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
683,1,51,@A_51_2172015,217,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,8564.21,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
684,1,51,@A_51_2182013,218,,25,86,,2013,,,,,,,,,,,,,,,0,EUR,0,0,774.4200000000003,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
685,1,51,@A_51_2182014,218,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,5319.569999999738,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
686,1,51,@A_51_2182015,218,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,34.3,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
687,1,51,@T_51_97112013,97,11,1,1,,2013,-1,-0,-0,-2,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,2490,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,3
688,1,51,@T_51_97432013,97,43,1,1,,2013,-0,-0,-0,-0,-2,-2,-0,-1,-0,-0,-2,-2,,,0,EUR,0,0,7470,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,9
689,1,51,@T_51_97432014,97,43,1,1,,2014,-2,-4,-3,-3,-2,-7,-1,-1,-2,-3,-2,-3,,,0,EUR,0,0,27390,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,33
690,1,51,@T_51_97432015,97,43,1,1,,2015,-2,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,2
691,1,51,@T_51_97522013,97,52,1,1,,2013,-0,-0,-1,-0,-0,-1,-0,-1,-0,-3,-0,-0,,,0,EUR,0,0,4980,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,6
692,1,51,@T_51_97522014,97,52,1,1,,2014,-1,-4,-0,-3,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,6640,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,8
693,1,51,005e2a52-0be7-44de-af91-9b791041f88d,5,136,2,2,,2014,10,10,15,10,10,15,10,10,15,10,10,15,0,140,21000,XOF,32.014294,4482,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
694,1,51,008fd1f2-0c74-47b6-be2b-0f5a480128cd,1,312,2,2,,2014,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1637500,XOF,2496.352657,12481.76,0,0,0,0,,2013-11-22 ,56,2013-12-18 ,56,,,,
695,1,51,02e0f43b-3001-4bdb-9dc8-9287689c7c63,18,81,2,2,,2014,0,0,100,0,0,100,0,0,100,0,0,100,0,400,2000,XOF,3.04898,1219.59,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
696,1,51,061527e4-94d6-4a47-a1da-3c9caa10a2b7,158,0,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,2,1,14,490000,XOF,747.000184,10458,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
697,1,51,08cb0b10-a46b-495a-b9f1-3078a8288feb,88,0,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,1990000,XOF,3033.735443,36404.83,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
698,1,51,0f5bfa83-e4f2-4fa1-8253-ab73ec461f2d,38,105,2,2,une fois l'année,2014,0,12,0,0,0,0,0,0,0,0,0,0,0,12,45000,XOF,68.602058,823.22,0,0,0,0,,2013-11-22 ,56,2013-12-18 ,56,,,,
699,1,51,106c5f1f-c4db-483e-b17f-aa05f048e2a9,97,43,1,1,,2014,3,3,3,3,3,3,3,3,3,3,3,3,0,36,830,EUR,830,29880,0,0,0,0,,2013-12-10 ,43,2013-12-10 ,43,,,,
700,1,51,122cdfe9-9e35-4f3a-87d5-b40bda78108b,40,0,2,2,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2013-11-22 ,56,2013-12-18 ,56,,,,
701,1,51,12d45a06-9c8f-496a-9551-204ccb441923,89,0,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1430000,XOF,2180.020946,28340.27,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
702,1,51,15177e7d-b560-4016-8432-9d093ef7ec23,72,0,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,2,1,14,490000,XOF,747.000184,10458,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
703,1,51,163dd72f-221c-4e45-9f8e-874f23cf01b4,109,79,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,35000,XOF,53.357156,640.29,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
704,1,51,1eb33a62-9aea-436e-b720-15b2085be7af,35,0,2,2,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2013-11-22 ,56,2013-12-18 ,56,,,,
705,1,51,20729491-ebcf-41cf-b349-64052708f29f,43,0,2,2,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2013-11-22 ,56,2013-12-18 ,56,,,,
706,1,51,256698f0-f800-4749-8083-9d0610c129db,97,0,1,1,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,830,EUR,830,9960,0,0,0,0,,2013-12-10 ,43,2013-12-10 ,43,,,,
707,1,51,2579ec05-d7a5-4e3f-8f56-99d7e92bf778,96,219,2,2,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XOF,0,0,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
708,1,51,2595014f-e2d4-48b6-afbe-b71676634086,1,311,2,2,Formation Santé Publique aux etudiants de l'université de Niamey,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1900000,XOF,2896.531328,2896.53,0,0,0,0,,2013-12-18 ,56,2013-12-18 ,56,,,,
709,1,51,25d005cd-42e6-4e31-b6f1-cfe5295e6feb,22,76,2,2,Bureau ,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,235000,XOF,358.255191,4299.06,0,0,0,0,,2013-11-22 ,56,2013-12-18 ,56,,,,
710,1,51,26727e6a-4860-43e7-8e02-0911446fc319,44,82,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,400000,XOF,609.796069,7317.55,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
711,1,51,28613233-7794-4303-86c6-4684863f4611,42,104,2,2,,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1000000,XOF,-1524.490172,-1524.49,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
712,1,51,2cb7cf86-5e63-4b05-99f6-900db4001e62,14,74,2,2,,2014,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6000000,XOF,9146.941034,18293.88,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
713,1,51,2d9ccc57-b75b-4dda-9aac-b42d89ab7505,153,0,2,2,+ Vignettes,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,325000,XOF,495.459306,495.46,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
714,1,51,2f263ba0-839a-4a5b-8d7d-e6ef1f09bd6e,112,100,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,300000,XOF,457.347052,5488.16,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
715,1,51,2ff8f895-d306-429f-b9bc-1a6106ba4d8d,7,108,2,2,,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4780000,XOF,7287.063024,7287.06,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
716,1,51,333498c4-db9a-462b-bf9f-6d1806b23a18,1,107,2,2,,2014,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1190000,XOF,1814.143305,7256.57,0,0,0,0,"<c author=""RGRAIS"" col=""Article"" mod=""5246914693268609667"">This will be what? One visit from Alexis? One visit from Eric? Please specify here.</c>",2013-11-22 ,56,2013-12-17 ,43,,,,
717,1,51,368cea89-4218-42f6-bb06-29188cb62861,21,0,2,2,Tel de Rechange,2014,0,0,10,0,0,0,0,0,0,0,0,0,0,10,8000,XOF,12.195921,121.96,0,0,0,0,,2013-11-22 ,56,2013-12-18 ,56,,,,
718,1,51,384b97aa-568b-4be5-9b00-b66f294d2ebb,39,0,2,2,Une fois par trimestre,2014,0,0,6,0,0,6,0,0,6,0,0,6,0,24,50000,XOF,76.224509,1829.39,0,0,0,0,,2013-11-22 ,56,2013-12-18 ,56,,,,
719,1,51,3894f7b8-e67f-4b59-bef0-d6051c968b01,159,0,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,2,1,14,795000,XOF,1211.969687,16967.58,0,0,0,0,"<c author=""RGRAIS"" col=""Article"" mod=""5246914691423723449"">Is this Yazi?</c>",2013-11-22 ,56,2013-12-17 ,43,,,,
720,1,51,391c08cf-c7c2-44f5-989e-8dded210fedc,141,0,2,2,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2013-11-22 ,56,2013-12-18 ,56,,,,
721,1,51,40e2789b-af1f-45f6-a95d-cbe9efb95a70,79,0,2,2,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2013-11-22 ,56,2013-12-18 ,56,,,,
722,1,51,410778a1-41d4-4618-95c1-5c100f9491ad,107,0,2,2,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2013-11-22 ,56,2013-12-18 ,56,,,,
723,1,51,47a60a04-e36b-482f-b331-5826a9e1c85b,93,93,2,2,Billet + 451000,2014,0,0,0,0,0,0,0,0,0,0,0,11,0,11,451000,XOF,687.545068,7563,0,0,0,0,,2013-11-22 ,56,2013-12-18 ,56,,,,
724,1,51,4c4f5065-6725-4a9f-984e-b0a20436fc08,10,103,2,2,,2014,6,6,6,6,6,6,6,6,6,6,6,6,0,72,150000,XOF,228.673526,16464.49,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
725,1,51,4e23f077-accd-45f2-952b-540df84a6a6f,140,94,2,2,1 Réhabilation par trimestre,2014,0,0,6,0,0,6,0,0,6,0,0,6,0,24,265000,XOF,403.989896,9695.76,0,0,0,0,,2013-11-22 ,56,2013-12-18 ,56,,,,
726,1,51,4fe25813-f17b-4f4b-8b9b-ecb2893f2962,5,86,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,0,0,11,525000,XOF,800.35734,8803.93,0,0,0,0,,2013-11-22 ,56,2013-12-18 ,56,,,,
727,1,51,5478eda8-19fd-45c7-aeb8-7eb31e8eac85,19,0,2,2,Forfait,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1000000,XOF,1524.490172,1524.49,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
728,1,51,62d1c922-cff8-4875-b691-4548b8ac735c,92,0,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,1760000,XOF,2683.102703,32197.23,0,0,0,0,"<c author=""RGRAIS"" col=""Article"" mod=""5246914691804356129"">Who is this? Lynda?</c>",2013-11-22 ,56,2013-12-17 ,43,,,,
729,1,51,69fec63f-cc99-4fa9-8a76-d31153af91af,111,126,2,2,,2014,3,3,3,3,3,3,3,3,3,3,3,3,0,36,100000,XOF,152.449017,5488.16,0,0,0,0,,2013-11-22 ,56,2013-12-18 ,56,,,,
730,1,51,6e07bbee-34e7-46d9-889a-675ceb9d1234,96,0,2,2,litige douane plaques ONG sur les véhicules Avanza du projet 3 ACT,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9150,EUR,9150,9150,0,0,0,0,,2014-01-03 ,60,2014-01-03 ,60,,,,
731,1,51,7795e34c-9e72-4f70-9284-07a1762729a6,5,87,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,0,0,11,790000,XOF,1204.347236,13247.82,0,0,0,0,,2013-11-22 ,56,2013-12-18 ,56,,,,
732,1,51,79ed884a-4c1b-4c04-b122-ef483483068e,157,0,2,2,,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,1,500000,XOF,762.245086,762.25,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
733,1,51,7a1d6d03-d332-4506-8890-02b6e38b768a,3,96,2,2,,2014,0,0,0,0,6,0,0,0,0,0,0,0,0,6,43000,XOF,65.553077,393.32,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
734,1,51,825227ea-3e72-4985-9675-c2df54fad346,17,80,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,450000,XOF,686.020578,8232.25,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
735,1,51,82683946-cb84-44d9-8c8e-7b28422ca6a8,1,262,2,2,,2014,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1190000,XOF,1814.143305,3628.29,0,0,0,0,,2013-12-04 ,56,2013-12-04 ,56,,,,
736,1,51,83dfb696-614b-44f2-8b67-11e61a4b539f,34,0,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,100000,XOF,152.449017,1829.39,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
737,1,51,8622e4a2-6a84-4802-96f4-b60fb0522b01,12,218,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,230000,XOF,350.63274,4207.59,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
738,1,51,88c206f4-2eb9-4ad6-838f-5d95f18ffaa0,86,0,2,2,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,"<c author=""RGRAIS"" col=""Article"" mod=""5246914693892611731"">Why is this line zero?</c>",2013-11-22 ,56,2013-12-18 ,56,,,,
739,1,51,8947f710-492d-4fa0-9443-2a7e16465b14,4,0,2,2,Une fois l'année,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1025000,XOF,1562.602427,1562.6,0,0,0,0,,2013-11-22 ,56,2013-12-18 ,56,,,,
740,1,51,8cbefb9a-4407-44a7-be2c-2450c78906eb,59,0,2,2,,2014,6,6,6,6,6,7,7,7,7,7,7,7,6,85,170000,XOF,259.163329,22028.88,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
741,1,51,8fedef7f-85c7-4195-ae0f-4e641d49b499,213,251,2,2,,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26238300,XOF,40000.03049,40000.03,0,0,0,0,,2013-12-04 ,56,2013-12-04 ,56,,,,
742,1,51,93e1efb6-84bf-4866-ab50-f3c0728325f6,29,0,2,2,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XOF,0,0,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
743,1,51,98db028d-1143-49a8-831b-ab512a81614f,143,0,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,70000,XOF,106.714312,1280.57,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
744,1,51,9eeeba77-01a4-40bf-b47f-ca97b7fcec98,46,0,2,2,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XOF,0,0,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
745,1,51,a0b432c0-a785-41f7-a5db-7c8270da3d9b,28,313,2,2,Ensemble de mat informatique,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2300000,XOF,3506.327396,3506.33,0,0,0,0,,2013-11-22 ,56,2013-12-18 ,56,,,,
746,1,51,a3a86064-c08f-42ce-b0ad-664276ff8b9b,122,0,2,2,une fois le trimestre,2014,0,0,0,0,0,6,0,0,0,0,0,12,0,18,30000,XOF,45.734705,823.22,0,0,0,0,,2013-11-22 ,56,2013-12-18 ,56,,,,
747,1,51,a91b459a-918f-459d-9645-158a51d3c52a,156,0,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,175000,XOF,266.78578,3201.43,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
748,1,51,ac6b9bfb-29a0-4b94-a4bc-749c6bff3b34,97,0,1,1,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,830,EUR,830,9960,0,0,0,0,,2013-12-10 ,43,2013-12-10 ,43,,,,
749,1,51,ac7ac99e-6eb0-4e1e-8c93-9474a7a66d7e,163,0,2,2,,2014,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.3,4.199999999999999,490000,XOF,747.000184,3137.4,0,0,0,0,"<c author=""RGRAIS"" col=""Article"" mod=""5246914694129418897"">Is this Kader?</c>",2013-11-22 ,56,2013-12-17 ,43,,,,
750,1,51,ad640d1d-2f5d-4bb5-88f6-1f9e72de86f9,6,216,2,2,,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1600000,XOF,2439.184276,2439.18,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
751,1,51,ad7c8855-ed95-4215-b1a3-608cae8e4d30,20,0,2,2,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2013-11-22 ,56,2013-12-18 ,56,,,,
752,1,51,b00d8feb-6370-48d7-938e-248e1234f087,1,217,2,2,,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,400000,XOF,609.796069,609.8,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
753,1,51,b389c82a-4a0c-4faf-8b5b-6d8a8cb5e6c9,85,75,2,2,,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,1,196787,XOF,299.999848,300,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
754,1,51,bf67188e-97a0-46a4-8d33-5eb152f3f81d,8,84,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,2250000,XOF,3430.102888,41161.23,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
755,1,51,c34d6458-8804-4b6d-9c67-fb7626fdef60,23,78,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,436000,XOF,664.677715,7976.13,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
756,1,51,c49fb6eb-9b3e-42f0-9039-d2f050ba11ad,98,0,2,2,Forfait au besoin,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,1,200000,XOF,304.898034,304.9,0,0,0,0,,2013-11-22 ,56,2013-12-18 ,56,,,,
757,1,51,c67f57d2-0ffc-4302-b277-699e6889de09,151,0,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,1370000,XOF,2088.551536,25062.62,0,0,0,0,,2013-11-22 ,56,2013-12-18 ,56,,,,
758,1,51,c8d5ea07-8378-47b5-aa46-a4118227e27f,45,83,2,2,,2014,6,6,6,6,6,6,6,6,6,6,6,6,0,72,15000,XOF,22.867353,1646.45,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
759,1,51,c9489359-9702-49f7-902b-ee575296444e,152,97,2,2,,2014,4,4,4,4,4,4,4,4,4,4,4,4,0,48,147000,XOF,224.100055,10756.8,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
760,1,51,c99377e9-2c21-4d12-9232-431523bf5740,101,101,2,2,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7665000,XOF,11685.217171,0,0,0,0,0,,2013-11-22 ,56,2014-01-06 ,60,,,,
761,1,51,d09fd82d-f0dd-4da1-ab58-44b2955487a2,34,200,2,2,,2014,0,0,0,0,0,4,0,0,0,0,0,0,0,4,30000,XOF,45.734705,182.94,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
762,1,51,d53a4960-62b6-4a98-96fd-e415be517e49,5,215,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,0,0,11,395000,XOF,602.173618,6623.91,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
763,1,51,d8c2e9ba-1637-4b1c-890a-08e773acc9c8,8,85,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,525000,XOF,800.35734,9604.29,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
764,1,51,da1e88c1-1f52-45f6-97a2-1c2f4a4d075d,62,0,2,2,,2014,5,5,5,5,5,5,5,6,6,6,6,6,6,71,250000,XOF,381.122543,27059.7,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
765,1,51,da4102ca-48ae-4db0-8898-f509053035e7,6,89,2,2,Total = 4512984,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4125000,XOF,6288.521961,6288.52,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
766,1,51,db81d5aa-a786-4474-a444-4fcd43b853c5,15,0,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,700000,XOF,1067.143121,12805.72,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
767,1,51,dd781022-aca7-46c7-948a-05f64dd4d8d6,130,0,2,2,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XOF,0,0,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
768,1,51,ddc77464-9dd7-49af-b973-41914ddab61d,58,0,2,2,,2014,23,23,23,23,23,23,23,23,23,23,23,23,23,299,196000,XOF,298.800074,89341.22,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
769,1,51,e246b829-1063-4937-a3ed-72e29d150f5a,11,0,2,2,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUR,0,0,0,0,0,0,,2013-11-22 ,56,2013-12-18 ,56,,,,
770,1,51,e5214bfb-c5ff-4db5-a8ff-ae73d38f76ae,22,77,2,2,,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,12,125000,XOF,190.561272,2286.74,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
771,1,51,e8201379-f0ca-4c1b-94aa-a0b449957d9a,26,0,2,2,,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1000000,XOF,1524.490172,1524.49,0,0,0,0,,2013-11-22 ,56,2013-11-22 ,56,,,,
