rownames,session_id,project_id,event_id,article_id,named_aticle_id,theme_id,sub_theme_id,user_comments,event_year,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,qyear,unit_price,unit_price_cur,unit_price_eur,total_cost,real_total_cost,real_total_cost_manual,financer_id,is_in_accounting,comments,credte,creuser_id,upddte,upduser_id,refqyear,refunit_price_eur,reftotal_cost,comptage_jours_qyear
4348,1,385,@T_385_97402014,97,40,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-11,-15,-0,,,0,EUR,0,0,21580,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,26
4349,1,385,@T_385_97482014,97,48,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-9,-0,,,0,EUR,0,0,7470,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,9
4350,1,386,@A_386_2062014,206,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,451.22,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4351,1,386,@A_386_2062015,206,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,2180.96,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4352,1,386,@A_386_2072014,207,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,304.9,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4353,1,386,@A_386_2122014,212,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,7.62,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4354,1,386,@A_386_2172014,217,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,725.1600000000001,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4355,1,386,@T_386_97432014,97,43,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1,-0,,,0,EUR,0,0,830,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,1
4356,1,386,@T_386_97522014,97,52,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-17,-10,-0,,,0,EUR,0,0,22410,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,27
4357,1,386,@T_386_97522015,97,52,1,1,,2015,-3,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,3
4358,1,388,@A_388_2062014,206,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,7442.63,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4359,1,388,@A_388_2062015,206,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,3662.5,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4360,1,388,@A_388_2172014,217,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,45,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4361,1,388,@T_388_97232014,97,23,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-20,-17,-2,,,0,EUR,0,0,32370,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,39
4362,1,388,@T_388_97232015,97,23,1,1,,2015,-1,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,1
4363,1,388,@T_388_97432014,97,43,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1,-1,,,0,EUR,0,0,1660,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,2
4364,1,388,@T_388_97502014,97,50,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1,-0,-0,,,0,EUR,0,0,830,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,1
4365,1,388,@T_388_97512014,97,51,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-4,,,0,EUR,0,0,3320,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,4
4366,1,388,@T_388_97512015,97,51,1,1,,2015,-21,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,21
4367,1,388,@T_388_97552014,97,55,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-6,-10,,,0,EUR,0,0,13280,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,16
4368,1,389,@A_389_2062014,206,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,1280.9300000000003,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4369,1,389,@A_389_2172014,217,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,132,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4370,1,389,@T_389_97332014,97,33,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1,-0,-0,,,0,EUR,0,0,830,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,1
4371,1,389,@T_389_97512014,97,51,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-22,-15,-1,-0,,,0,EUR,0,0,31540,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,38
4372,1,390,@A_390_2062014,206,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,9599.519999999999,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4373,1,390,@A_390_2062015,206,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,1747.4299999999998,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4374,1,390,@A_390_2122014,212,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,2974.2,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4375,1,390,@A_390_2152015,215,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,4619.66,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4376,1,390,@A_390_2162015,216,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,2491.89,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4377,1,390,@A_390_2172014,217,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,1281.52,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4378,1,390,@T_390_9717592015,97,1759,1,1,,2015,-16,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,16
4379,1,390,@T_390_97332014,97,33,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-6,,,0,EUR,0,0,4980,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,6
4380,1,390,@T_390_97552014,97,55,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-19,-2,-0,,,0,EUR,0,0,17430,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,21
4381,1,390,@T_390_97552015,97,55,1,1,,2015,-4,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,4
4382,1,390,@T_390_9772014,97,7,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-8,-0,-0,,,0,EUR,0,0,6640,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,8
4383,1,392,@A_392_2062014,206,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,1852.64,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4384,1,392,@A_392_2062015,206,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,-126,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4385,1,392,@A_392_2152014,215,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,34439.53,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4386,1,392,@A_392_2162014,216,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,1317.59,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4387,1,392,@A_392_2172014,217,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,75,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4388,1,392,@T_392_97482014,97,48,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-12,-8,-0,,,0,EUR,0,0,16600,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,20
4389,1,392,@T_392_97502014,97,50,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-2,,,0,EUR,0,0,1660,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,2
4390,1,393,@T_393_97392014,97,39,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-4,-1,-4,,,0,EUR,0,0,7470,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,9
4391,1,393,@T_393_97432014,97,43,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1,,,0,EUR,0,0,830,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,1
4392,1,394,@A_394_2062014,206,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,444.62,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4393,1,394,@A_394_2062015,206,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,769.53,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4394,1,394,@T_394_9732014,97,3,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-5,-5,-2,,,0,EUR,0,0,9960,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,12
4395,1,394,@T_394_97332014,97,33,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1,-0,,,0,EUR,0,0,830,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,1
4396,1,394,@T_394_975132014,97,513,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-7,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,7
4397,1,394,@T_394_975132015,97,513,1,1,,2015,-7,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,7
4398,1,395,@A_395_2062014,206,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,815.32,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4399,1,395,@A_395_2062015,206,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,870.93,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4400,1,395,@A_395_2172014,217,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,147,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4401,1,395,@T_395_97392014,97,39,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1,-0,-0,,,0,EUR,0,0,830,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,1
4402,1,395,@T_395_97502014,97,50,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-9,-10,-0,-0,,,0,EUR,0,0,15770,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,19
4403,1,395,@T_395_9772014,97,7,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-7,-0,-0,,,0,EUR,0,0,5810,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,7
4404,1,397,@A_397_2062014,206,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,313.14,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4405,1,397,@A_397_2062015,206,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,1000.48,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4406,1,397,@A_397_2172014,217,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,49.8,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4407,1,398,@T_398_97392014,97,39,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-4,-3,-2,,,0,EUR,0,0,7470,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,9
4408,1,399,@A_399_2062014,206,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,572.1,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4409,1,399,@T_399_9722014,97,2,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-4,-4,-3.5,,,0,EUR,0,0,9545,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,11.5
4410,1,399,@T_399_97432014,97,43,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1,-1,,,0,EUR,0,0,1660,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,2
4411,1,400,@T_400_97512014,97,51,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-2,-0,,,0,EUR,0,0,1660,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,2
4412,1,400,@T_400_975242014,97,524,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-17,-0,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,17
4413,1,401,@A_401_2062014,206,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,251.78,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4414,1,401,@A_401_2062015,206,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,976.43,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4415,1,402,@A_402_2062014,206,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,190,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4416,1,402,@A_402_2122014,212,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,1703.31,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4417,1,402,@A_402_2152014,215,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,1784.26,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4418,1,402,@A_402_2162014,216,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,1061.79,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4419,1,402,@T_402_97232014,97,23,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-2,-2,,,0,EUR,0,0,3320,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,4
4420,1,402,@T_402_97252014,97,25,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-2,-0,-0,,,0,EUR,0,0,1660,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,2
4421,1,402,@T_402_97402014,97,40,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1,-0,,,0,EUR,0,0,830,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,1
4422,1,402,@T_402_97502014,97,50,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-5,-0,,,0,EUR,0,0,4150,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,5
4423,1,402,@T_402_97512014,97,51,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1,-0,,,0,EUR,0,0,830,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,1
4424,1,402,@T_402_975132014,97,513,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-4,-0,-0,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,4
4425,1,402,@T_402_9772014,97,7,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-4,-0,,,0,EUR,0,0,3320,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,4
4426,1,411,@A_411_2062015,206,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,3777.94,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4427,1,411,@A_411_2172015,217,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,135,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4428,1,411,@T_411_97172015,97,17,1,1,,2015,-3,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,3
4429,1,411,@T_411_97212015,97,21,1,1,,2015,-0.5,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,0.5
4430,1,411,@T_411_974472015,97,447,1,1,,2015,-16,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,16
4431,1,412,@A_412_2062014,206,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,55.18,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4432,1,412,@T_412_97252014,97,25,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-5,-16,,,0,EUR,0,0,17430,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,21
4433,1,412,@T_412_97332014,97,33,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1,-0,-0,,,0,EUR,0,0,830,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,1
4434,1,413,@A_413_2062014,206,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,861.87,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4435,1,413,@A_413_2062015,206,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,2537.73,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4436,1,413,@A_413_2152015,215,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,1482.29,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4437,1,413,@A_413_2162015,216,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,868.97,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4438,1,413,@A_413_2172014,217,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,45,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4439,1,413,@A_413_2172015,217,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,522.6600000000001,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4440,1,413,@T_413_97302014,97,30,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1,-7,,,0,EUR,0,0,6640,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,8
4441,1,413,@T_413_97302015,97,30,1,1,,2015,-2,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,2
4442,1,413,@T_413_97332014,97,33,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1,-0,,,0,EUR,0,0,830,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,1
4443,1,414,@T_414_97332014,97,33,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-2,,,0,EUR,0,0,1660,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,2
4444,1,414,@T_414_975132014,97,513,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-4,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,4
4445,1,414,@T_414_975132015,97,513,1,1,,2015,-4,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,4
4446,1,415,@A_415_2062014,206,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,124.61000000000001,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4447,1,415,@A_415_2122014,212,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,1684.61,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4448,1,415,@A_415_2172014,217,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,153.76,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4449,1,415,@T_415_97212014,97,21,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-13,-0,,,0,EUR,0,0,10790,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,13
4450,1,415,@T_415_97332014,97,33,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-2,-0,,,0,EUR,0,0,1660,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,2
4451,1,416,@A_416_2062014,206,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,2917.3500000000004,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4452,1,418,@T_418_97552015,97,55,1,1,,2015,-1,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,1
4453,1,418,@T_418_9772014,97,7,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-4,-15,,,0,EUR,0,0,15770,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,19
4454,1,418,@T_418_9772015,97,7,1,1,,2015,-13,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,13
4455,1,419,@T_419_97182014,97,18,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-3,-0,,,0,EUR,0,0,2490,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,3
4456,1,419,@T_419_97432014,97,43,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1,-0,,,0,EUR,0,0,830,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,1
4457,1,419,@T_419_975132014,97,513,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-10,-5,-0,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,15
4458,1,420,@A_420_2062014,206,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,1820.83,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4459,1,420,@A_420_2062015,206,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,1188.29,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4460,1,420,@A_420_2152015,215,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,4203.91,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4461,1,420,@A_420_2162015,216,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,2319.13,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4462,1,420,@A_420_2172014,217,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,303,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4463,1,420,@T_420_97172014,97,17,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-2,-10,,,0,EUR,0,0,9960,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,12
4464,1,420,@T_420_97332014,97,33,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-2,-2,,,0,EUR,0,0,3320,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,4
4465,1,420,@T_420_97332015,97,33,1,1,,2015,-5,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,5
4466,1,420,@T_420_975212014,97,521,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-6,-22,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,28
4467,1,420,@T_420_975212015,97,521,1,1,,2015,-21,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,21
4468,1,421,@A_421_2062014,206,,25,86,,2014,,,,,,,,,,,,,,,0,EUR,0,0,1371.67,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4469,1,421,@A_421_2062015,206,,25,86,,2015,,,,,,,,,,,,,,,0,EUR,0,0,846.0600000000002,0,0,0,,2021-10-02 ,60,2021-10-02 ,60,,,,
4470,1,421,@T_421_97102014,97,10,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-7,,,0,EUR,0,0,5810,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,7
4471,1,421,@T_421_97332014,97,33,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-2,-2,,,0,EUR,0,0,3320,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,4
4472,1,421,@T_421_97332015,97,33,1,1,,2015,-5,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,5
4473,1,421,@T_421_973602014,97,360,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-15,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,15
4474,1,421,@T_421_97432014,97,43,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1,-1,,,0,EUR,0,0,1660,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,2
4475,1,421,@T_421_97452015,97,45,1,1,,2015,-16,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,16
4476,1,421,@T_421_97522014,97,52,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-14,,,0,EUR,0,0,11620,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,14
4477,1,421,@T_421_97522015,97,52,1,1,,2015,-5,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,5
4478,1,421,@T_421_9772014,97,7,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-8,-0,,,0,EUR,0,0,6640,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,8
4479,1,422,@T_422_97282014,97,28,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-9,-0,,,0,EUR,0,0,7470,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,9
4480,1,425,@T_425_97122014,97,12,1,1,,2014,-0,-0,-0,-0,-0,-0,-0,-0,-0,-4,-1,-1,,,0,EUR,0,0,4980,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,6
4481,1,425,@T_425_97122015,97,12,1,1,,2015,-3,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,,,0,EUR,0,0,,0,0,1,,2021-10-02 ,60,2021-10-02 ,60,,,,3
