rownames,session_id,collaborator_id,event_id,event_start_date,event_type,SalaireMois,ETP01,ETP02,ETP03,ETP04,ETP05,ETP06,ETP07,ETP08,ETP09,ETP10,ETP11,ETP12,ETP,Salaire13,PrimePrecarite,CongesCDD,ChargesSocialesPourcent,CoutTotalAnnuel,user_comments,comments,credte,creuser_id,upddte,upduser_id,PrecariteActive
1112,30,19,0,2017-01-01,DefaultPeriod,6532.74,1,1,1,1,1,1,1,1,1,1,1,1,1,6532.74,0,0,0.608,136560.4,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1113,30,20,0,2017-01-01,DefaultPeriod,4079.87,0.5,0,0,0,0,0,0,0,0.5,1,1,1,0.33,1359.96,0,0,0.608,28428.54,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1114,30,21,0,2017-01-01,DefaultPeriod,4729,1,1,1,1,1,1,1,1,1,1,1,1,1,4729,0,0,0.608,98855.02,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1115,30,22,0,2017-01-01,DefaultPeriod,4437.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,a voir avec RG,,2017-05-18 ,60,2017-05-18 ,60,0
1116,30,23,0,2017-01-01,DefaultPeriod,4437.61,1,1,1,1,1,1,1,1,1,1,1,1,1,4437.61,0,0,0.608,92763.8,ok R2 - Contrat msf uk a partir de juillet,"<c author=""A-VALTAT"" mod=""5247993128963509942"">Contrat msf uk a partir d'oct 2017. Montant salaire + overhead à ajuster.</c>",2017-05-18 ,60,2017-05-18 ,60,0
1117,30,24,0,2017-01-01,DefaultPeriod,10276,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,123312,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1118,30,25,0,2017-01-01,DefaultPeriod,4552,1,1,1,1,1,1,1,1,1,1,1,1,1,4552,0,0,0.608,95155.01,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1119,30,26,0,2017-01-01,DefaultPeriod,4351.42,1,1,1,1,1,1,1,1,1,1,1,1,1,4351.42,0,0,0.608,90962.08,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1120,30,28,0,2017-01-01,DefaultPeriod,4266.92,1,1,1,1,1,1,1,1,1,1,1,1,1,4266.92,0,0,0.608,89195.7,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1121,30,30,0,2017-01-01,DefaultPeriod,4000.7,1,1,1,1,1,1,1,1,1,1,1,1,1,4000.7,0,0,0.608,83630.63,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1122,30,33,0,2017-01-01,DefaultPeriod,6346.22,1,1,1,1,1,1,1,1,1,1,1,1,1,6346.22,0,0,0.608,132661.38,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1123,30,34,0,2017-01-01,DefaultPeriod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1124,30,37,0,2017-01-01,DefaultPeriod,9424,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,113088,okR2,,2017-05-18 ,60,2017-05-18 ,60,0
1125,30,38,0,2017-01-01,DefaultPeriod,4638.07,1,1,1,1,1,1,1,1,1,1,1,1,1,4638.07,0,0,0.608,96954.22,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1126,30,39,0,2017-01-01,DefaultPeriod,4266.92,1,1,1,1,1,1,1,1,1,1,1,1,1,4266.92,0,0,0.608,89195.7,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1127,30,42,0,2017-01-01,DefaultPeriod,6346.22,1,1,1,1,1,1,1,1,1,1,1,1,1,6346.22,0,0,0.608,132661.38,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1128,30,43,0,2017-01-01,DefaultPeriod,4079.87,1,1,1,1,1,1,1,1,1,1,1,1,1,4079.87,0,0,0.608,85285.6,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1129,30,44,0,2017-01-01,DefaultPeriod,4729.99,1,1,1,1,1,1,1,1,1,1,1,1,1,4729.99,0,0,0.608,98875.71,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1130,30,45,0,2017-01-01,DefaultPeriod,4079.87,1,1,1,0,0,1,1,1,1,1,1,1,0.83,3399.89,0,0,0.608,71071.33,ok R2,"<c author=""A-VALTAT"" mod=""5247993119897284700"">Prise en charge prévoyance pour les mois d'avril et mai.</c>",2017-05-18 ,60,2017-05-18 ,60,0
1131,30,46,0,2017-01-01,DefaultPeriod,4823.75,1,1,1,1,1,1,1,1,1,1,1,1,1,4823.75,0,0,0.608,100835.67,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1132,30,47,0,2017-01-01,DefaultPeriod,4079.87,1,1,1,1,1,1,1,1,1,1,1,1,1,4079.87,0,0,0.608,85285.6,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1133,30,48,0,2017-01-01,DefaultPeriod,4000.7,1,1,1,1,1,1,1,1,1,1,1,1,1,4000.7,0,0,0.608,83630.63,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1134,30,49,0,2017-01-01,DefaultPeriod,4437.61,1,1,1,1,1,1,1,1,1,1,1,1,1,4437.61,0,0,0.608,92763.8,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1135,30,50,0,2017-01-01,DefaultPeriod,4340,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5642,7024.91,0.608,104113.03,ok R2,,2017-05-18 ,60,2017-05-18 ,60,1
1136,30,53,0,2017-01-01,DefaultPeriod,4371.54,1,1,1,1,1,1,1,1,1,1,1,1,1,4371.54,0,0,0.608,91382.67,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1137,30,54,0,2017-01-01,DefaultPeriod,3975.47,1,1,1,1,1,1,1,1,1,1,1,1,1,3975.47,0,0,0.608,83103.22,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1138,30,55,0,2017-01-01,DefaultPeriod,4692.06,1,1,1,1,1,1,1,1,1,1,1,1,1,4692.06,0,0,0.608,98082.82,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1139,30,56,0,2017-01-01,DefaultPeriod,3217.39,1,1,1,1,1,1,1,1,1,1,1,1,1,3217.39,0,0,0.608,67256.32,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1140,30,57,0,2017-01-01,DefaultPeriod,3443.54,1,1,1,1,1,1,1,1,1,1,1,1,1,3443.54,0,0,0.608,71983.76,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1141,30,58,0,2017-01-01,DefaultPeriod,3443.54,1,1,1,1,1,1,1,1,1,1,1,1,1,3443.54,0,0,0.608,71983.76,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1142,30,59,0,2017-01-01,DefaultPeriod,9392,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,112704,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1143,30,62,0,2017-01-01,DefaultPeriod,3029.17,1,1,1,1,1,1,1,1,1,1,1,1,1,3029.17,0,0,0.608,63321.77,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1144,30,63,0,2017-01-01,DefaultPeriod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1145,30,71,0,2017-01-01,DefaultPeriod,3923.08,1,1,1,0.5,0,0,0,0,0,0,0,0,0.29,1144.23,1487.5,1852.1,0.608,29289.09,ok R2,,2017-05-18 ,60,2017-05-18 ,60,1
1146,30,72,0,2017-01-01,DefaultPeriod,3923.08,0,0,0,0,0,5,5,5,5,5,5,5,2.92,11442.32,14875.01,18521.03,0.608,292891.03,a ajuster,,2017-05-18 ,60,2017-05-31 ,60,1
1147,30,80,0,2017-01-01,DefaultPeriod,4000.7,1,1,1,1,1,1,1,1,1,1,1,1,1,4000.7,5200.91,6475.71,0.608,102406.64,ok R2,,2017-05-18 ,60,2017-05-18 ,60,1
1148,30,84,0,2017-01-01,DefaultPeriod,3628.35,1,1,1,1,1,1,1,1,0,0,0,0,0.67,2418.9,3144.57,3915.34,0.608,61917.02,ok R2,,2017-05-18 ,60,2017-05-18 ,60,1
1149,30,87,0,2017-01-01,DefaultPeriod,3628.35,1,1,1,1,1,1,1,1,1,1,0.5,0,0.88,3174.81,4127.25,5138.88,0.608,81266.08,ok R2,,2017-05-18 ,60,2017-05-18 ,60,1
1150,30,88,0,2017-01-01,DefaultPeriod,3628.35,1,1,0.3,0.3,0.3,0.3,1,1,1,1,1,1,0.77,2781.74,3616.26,4502.64,0.608,71204.59,ok R2,,2017-05-18 ,60,2017-05-18 ,60,1
1151,30,93,0,2017-01-01,DefaultPeriod,3628.35,1,1,1,1,1,1,1,1,1,1,1,1,1,3628.35,4716.85,5873,0.608,92875.51,ok R2,,2017-05-18 ,60,2017-05-18 ,60,1
1152,30,100,0,2017-01-23,DefaultPeriod,4351.42,1,1,1,0.5,0.5,0,0,0,0,0,0,0,0.33,1450.47,1885.62,2347.8,0.608,37128.03,ok R2,,2017-05-18 ,60,2017-05-18 ,60,1
1153,30,101,0,2017-01-01,DefaultPeriod,4729.99,1,1,1,1,1,1,1,1,1,1,1,1,1,4729.99,0,0,0.608,98875.71,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1154,30,102,0,2017-01-01,DefaultPeriod,5767.02,1,1,1,1,1,1,1,1,1,1,1,1,1,5767.02,0,0,0.608,120553.79,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1155,30,108,0,2017-01-02,DefaultPeriod,1184.2,1,1,1,1,1,1,1,0,0,0,0,0,0.58,690.78,0,0,0.608,14440.13,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1156,30,109,0,2017-01-01,DefaultPeriod,3628.35,1,1,1,1,1,1,1,1,1,1,1,1,1,3628.35,4716.85,5873,0.608,92875.51,ok R2,,2017-05-18 ,60,2017-05-18 ,60,1
1157,30,111,0,2017-01-01,DefaultPeriod,4329,1,1,1,1,1,1,1,1,0,0,0,0,0.67,2886,0,0,0.608,60328.94,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1158,30,112,0,2017-01-01,DefaultPeriod,3923.08,1,1,1,1,1,1,1,1,1,1,1,1,1,3923.08,0,0,0.608,82008.06,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1159,30,114,0,2017-01-01,DefaultPeriod,3923.08,1,1,1,1,1,1,1,1,1,1,1,1,1,3923.08,0,0,0.608,82008.06,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1160,30,115,0,2017-01-01,DefaultPeriod,3628.35,1,1,1,1,1,1,1,1,1,1,1,1,1,3628.35,4716.85,5873,0.608,92875.51,ok R2,,2017-05-18 ,60,2017-05-18 ,60,1
1161,30,117,0,2017-01-01,DefaultPeriod,2691.66,1,1,1,1,1,1,1,1,1,1,1,1,1,2691.66,3499.16,4356.84,0.608,68898.91,ok R2,,2017-05-18 ,60,2017-05-18 ,60,1
1162,30,120,0,2017-01-01,DefaultPeriod,3923.08,1,1,1,1,1,1,1,1,1,1,1,1,1,3923.08,0,0,0.608,82008.06,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1163,30,121,0,2017-01-01,DefaultPeriod,2607.84,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,50320.88,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1164,30,122,0,2017-01-01,DefaultPeriod,3975.47,1,1,1,1,1,1,1,1,1,1,1,1,1,3975.47,0,0,0.608,83103.22,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1165,30,123,0,2017-01-01,DefaultPeriod,2409.4,1,1,1,0,0,0,0,0,0,0,0,0,0.25,602.35,0,0,0.608,12591.52,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1166,30,124,0,2017-01-01,DefaultPeriod,3628.35,1,1,1,1,1,1,1,1,0,0,0,0,0.67,0,3144.57,3915.34,0.608,58027.43,ok R2,,2017-05-18 ,60,2017-06-01 ,60,1
1167,30,125,0,2017-01-01,DefaultPeriod,4000.7,0.2,0.2,0.2,0.2,0.1,0,0,0,0,0,0,0,0.08,300.05,390.07,485.68,0.608,7680.5,ok R2,,2017-05-18 ,60,2017-05-18 ,60,1
1168,30,126,0,2017-02-01,DefaultPeriod,4000.7,0,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.54,2167.05,2817.16,3507.67,0.608,55470.26,ok R2,,2017-05-18 ,60,2017-05-18 ,60,1
1169,30,129,0,2017-08-01,DefaultPeriod,2437.39,0,0,0,0,0,0,0,1,1,1,1,1,0.42,1015.58,0,0,0.608,21229.67,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1170,30,132,0,2017-01-01,DefaultPeriod,3628.35,1,1,1,0,0,0,0,0,0,0,0,0,0.25,907.09,1179.21,1468.25,0.608,23218.88,ok R2,,2017-05-18 ,60,2017-05-18 ,60,1
1171,30,134,0,2017-01-01,DefaultPeriod,3339.17,1,1,0.8,0.8,0.8,1,1,1,1,1,1,1,0.95,3172.21,4123.88,5134.68,0.608,81199.67,ok R2,,2017-05-18 ,60,2017-05-18 ,60,1
1172,30,135,0,2017-01-01,DefaultPeriod,2797.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1173,30,137,0,2017-01-02,DefaultPeriod,6532.74,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0.608,63027.88,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1174,30,138,0,2017-01-01,DefaultPeriod,8684.46,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,52106.76,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1175,30,139,0,2017-01-01,DefaultPeriod,4692.06,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.8,0.8,0.65,0,0,0,0.608,58849.7,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1176,30,140,0,2017-03-03,DefaultPeriod,3628.35,0,0,1,1,1,1,1,1,0,0,0,0,0.5,1814.17,2358.43,2936.5,0.608,46437.75,ok R2,,2017-05-18 ,60,2017-05-18 ,60,1
1177,30,141,0,2017-03-14,DefaultPeriod,3923.08,0,0,0.5,1,1,1,1,1,1,0,0,0,0.54,2125,0,0,0.608,44421.03,ok R2,,2017-05-18 ,60,2017-05-18 ,60,0
1178,30,142,0,2017-01-12,DefaultPeriod,3628.35,1,1,0.5,0,0,0,0,0,0,0,0,0,0.21,755.91,982.68,1223.54,0.608,19349.08,ok R2,,2017-05-18 ,60,2017-05-18 ,60,1
1179,30,143,0,2017-01-01,DefaultPeriod,3628.35,1,1,1,1,1,1,1,0,0,0,0,0,0.58,2116.54,2751.5,3425.92,0.608,54177.4,ok R2,,2017-05-18 ,60,2017-05-18 ,60,1
1180,30,144,0,2017-06-01,DefaultPeriod,3923.08,0,0,0,0,0,1,1,1,1,1,1,0,0.5,1961.54,2550,3175.03,0.608,50209.88,ok R2,,2017-05-18 ,60,2017-05-18 ,60,1
1181,30,145,0,2017-07-01,DefaultPeriod,9500,0,0,0,0,0,0,0,0,1,1,1,1,0.33,3166.67,4116.67,5125.7,0.608,81057.74,a voir avec EMmanuel,,2017-05-18 ,60,2017-05-31 ,60,1
1182,30,146,0,2017-04-04,DefaultPeriod,3628.35,0,0,0,1,1,0,0,0,0,0,0,0,0.17,604.73,786.14,978.83,0.608,15479.25,ok R2,,2017-05-18 ,60,2017-05-18 ,60,1
1183,30,147,0,2017-01-01,DefaultPeriod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok R2 (en coûts op) - 811417,,2017-05-18 ,60,2017-06-01 ,60,1
1184,30,148,0,2017-05-15,DefaultPeriod,3923.08,0,0,0,0,0.1,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0.38,1484.89,1930.35,2403.5,0.608,38008.89,ok R2,,2017-05-18 ,60,2017-05-18 ,60,1
1185,30,149,0,2017-05-02,DefaultPeriod,3500,0,0,0,0,1,1,1,1,1,1,1,1,0.67,2333.33,3033.33,3776.83,0.608,59726.73,ok R2,,2017-05-31 ,60,2017-05-31 ,60,1
1186,32,2,0,2017-01-01,DefaultPeriod,4266.92,1,1,1,1,1,1,1,1,1,1,1,1,1,4266.92,0,0,0.608,89195.7,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1187,32,3,0,2017-01-01,DefaultPeriod,4266.92,0,0,1,1,1,1,1,1,1,1,1,1,0.83,3555.77,0,0,0.608,74329.75,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1188,32,4,0,2017-01-01,DefaultPeriod,4729.99,1,1,1,1,1,1,1,1,1,1,1,1,1,4729.99,0,0,0.608,98875.71,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1189,32,7,0,2017-01-01,DefaultPeriod,9424,1,1,1,1,0,0,0,0,0,0,0,0,0.33,0,0,0,0,37696,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1190,32,9,0,2017-01-01,DefaultPeriod,4437.61,1,1,1,1,1,1,1,1,1,1,1,1,1,4437.61,0,0,0.608,92763.8,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1191,32,10,0,2017-01-01,DefaultPeriod,4079.87,1,1,1,1,1,1,1,1,1,1,1,1,1,4079.87,0,0,0.608,85285.6,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1192,32,11,0,2017-01-01,DefaultPeriod,4729.99,1,1,1,1,1,1,1,1,1,1,1,1,1,4729.99,0,0,0.608,98875.71,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1193,32,12,0,2017-01-01,DefaultPeriod,11923,1,1,1,1,1,1,1,1,0,0,0,0,0.67,0,0,0,0,95384,En attente info sal + overhead,,2017-08-18 ,60,2017-11-09 ,60,0
1194,32,13,0,2017-09-01,DefaultPeriod,4266.92,0,0,0,0,0,0,0,0,1,1,1,1,0.33,1422.31,1849,2302.21,0.608,36407.05,ok R3,,2017-11-03 ,60,2017-11-03 ,60,1
1195,32,16,0,2017-01-01,DefaultPeriod,3259.55,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,2607.64,0,0,0.608,54510.11,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1196,32,17,0,2017-01-01,DefaultPeriod,4351.42,1,1,1,1,1,1,1,1,1,1,1,1,1,4351.42,0,0,0.608,90962.08,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1197,32,18,0,2017-01-01,DefaultPeriod,4823.75,1,1,1,1,1,1,1,1,1,1,1,1,1,4823.75,0,0,0.608,100835.67,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1198,32,19,0,2017-01-01,DefaultPeriod,6532.74,1,1,1,1,1,1,1,1,1,1,1,1,1,6532.74,0,0,0.608,136560.4,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1199,32,20,0,2017-01-01,DefaultPeriod,4079.87,0.5,0,0,0,0,0,0,0,0.5,1,1,1,0.33,1359.96,0,0,0.608,28428.54,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1200,32,21,0,2017-01-01,DefaultPeriod,4729,1,1,1,1,1,1,1,1,1,0.7,0.7,0.7,0.92,4374.32,0,0,0.608,91440.88,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1201,32,22,0,2017-01-01,DefaultPeriod,4437.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,a voir avec RG,,2017-08-18 ,60,2017-08-18 ,60,0
1202,32,23,0,2017-01-01,DefaultPeriod,4437.61,1,1,1,1,1,1,1,1,1,1,1,1,1,4437.61,0,0,0.608,92763.8,ok R3,"<c author=""A-VALTAT"" mod=""5247993128963509942"">Contrat msf uk a partir d'oct 2017. Montant salaire + overhead à ajuster.</c>",2017-08-18 ,60,2017-11-03 ,60,0
1203,32,24,0,2017-01-01,DefaultPeriod,10276,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,123312,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1204,32,25,0,2017-01-01,DefaultPeriod,4552,1,1,1,1,1,1,1,1,1,1,1,1,1,4552,0,0,0.608,95155.01,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1205,32,26,0,2017-01-01,DefaultPeriod,4351.42,1,1,1,1,1,1,1,1,1,1,1,1,1,4351.42,0,0,0.608,90962.08,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1206,32,28,0,2017-01-01,DefaultPeriod,4266.92,1,1,1,1,1,1,1,1,1,1,1,1,1,4266.92,0,0,0.608,89195.7,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1207,32,30,0,2017-01-01,DefaultPeriod,4000.7,1,1,1,1,1,1,1,1,1,1,1,1,1,4000.7,0,0,0.608,83630.63,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1208,32,33,0,2017-01-01,DefaultPeriod,6346.22,1,1,1,1,1,1,1,1,1,1,1,1,1,6346.22,0,0,0.608,132661.38,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1209,32,34,0,2017-01-01,DefaultPeriod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1210,32,35,0,2017-07-01,DefaultPeriod,7500,0,0,0,0,0,0,1,1,1,1,1,1,0.5,3750,4875,6069.91,0,59694.91,ok R3,,2017-11-03 ,60,2017-11-03 ,60,1
1211,32,37,0,2017-01-01,DefaultPeriod,9424,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,113088,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1212,32,38,0,2017-01-01,DefaultPeriod,4638.07,1,1,1,1,1,1,1,1,1,1,1,1,1,4638.07,0,0,0.608,96954.22,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1213,32,39,0,2017-01-01,DefaultPeriod,4266.92,1,1,1,1,1,1,1,1,1,1,1,1,1,4266.92,0,0,0.608,89195.7,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1214,32,42,0,2017-01-01,DefaultPeriod,6346.22,1,1,1,1,1,1,1,1,1,1,1,1,1,6346.22,0,0,0.608,132661.38,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1215,32,43,0,2017-01-01,DefaultPeriod,4079.87,1,1,1,1,1,1,1,1,1,1,1,1,1,4079.87,0,0,0.608,85285.6,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1216,32,44,0,2017-01-01,DefaultPeriod,4729.99,1,1,1,1,1,1,1,1,1,0,0,0,0.75,3547.49,0,0,0.608,74156.78,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1217,32,45,0,2017-01-01,DefaultPeriod,4079.87,1,1,1,0,0,1,1,1,1,1,1,1,0.83,3399.89,0,0,0.608,71071.33,ok R3,"<c author=""A-VALTAT"" mod=""5247993119897284700"">Prise en charge prévoyance pour les mois d'avril et mai.</c>",2017-08-18 ,60,2017-11-03 ,60,0
1218,32,46,0,2017-01-01,DefaultPeriod,4823.75,1,1,1,1,1,1,1,1,1,1,1,1,1,4823.75,0,0,0.608,100835.67,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1219,32,47,0,2017-01-01,DefaultPeriod,4079.87,1,1,1,1,1,1,1,1,1,1,1,1,1,4079.87,0,0,0.608,85285.6,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1220,32,48,0,2017-01-01,DefaultPeriod,4000.7,1,1,1,1,1,1,1,1,1,1,1,1,1,4000.7,0,0,0.608,83630.63,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1221,32,49,0,2017-01-01,DefaultPeriod,4437.61,1,1,1,1,1,1,1,1,1,1,1,1,1,4437.61,0,0,0.608,92763.8,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1222,32,50,0,2017-01-01,DefaultPeriod,4340,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5642,7024.91,0.608,104113.03,ok R3,,2017-08-18 ,60,2017-11-03 ,60,1
1223,32,53,0,2017-01-01,DefaultPeriod,4371.54,1,1,1,1,1,1,1,1,1,1,1,1,1,4371.54,0,0,0.608,91382.67,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1224,32,54,0,2017-01-01,DefaultPeriod,3975.47,1,1,1,1,1,1,1,1,1,1,1,1,1,3975.47,0,0,0.608,83103.22,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1225,32,55,0,2017-01-01,DefaultPeriod,4692.06,1,1,1,1,1,1,1,1,1,1,1,1,1,4692.06,0,0,0.608,98082.82,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1226,32,56,0,2017-01-01,DefaultPeriod,3217.39,1,1,1,1,1,1,1,1,1,1,1,1,1,3217.39,0,0,0.608,67256.32,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1227,32,57,0,2017-01-01,DefaultPeriod,3443.54,1,1,1,1,1,1,1,1,1,1,1,1,1,3443.54,0,0,0.608,71983.76,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1228,32,58,0,2017-01-01,DefaultPeriod,3443.54,1,1,1,1,1,1,1,1,1,1,1,1,1,3443.54,0,0,0.608,71983.76,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1229,32,59,0,2017-01-01,DefaultPeriod,9392,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,112704,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1230,32,62,0,2017-01-01,DefaultPeriod,3029.17,1,1,1,1,1,1,1,1,1,1,1,1,1,3029.17,0,0,0.608,63321.77,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1231,32,63,0,2017-01-01,DefaultPeriod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok R3,,2017-08-18 ,60,2017-11-03 ,60,0
1232,32,71,0,2017-01-01,DefaultPeriod,3923.08,1,1,1,0.5,0,0,0,0,0,0,0,0,0.29,1144.23,1487.5,1852.1,0.608,29289.09,ok R3,,2017-08-18 ,60,2017-11-03 ,60,1
1233,32,72,0,2017-01-01,DefaultPeriod,3923.08,0,0,0,0,0,0,0,0,0,0,1,1,0.17,653.85,850,1058.34,0.608,16736.63,a ajuster,,2017-08-18 ,60,2017-11-09 ,60,1
1234,32,80,0,2017-01-01,DefaultPeriod,4000.7,1,1,1,1,1,1,1,1,1,1,1,1,1,4000.7,5200.91,6475.71,0.608,102406.64,ok R3,,2017-08-18 ,60,2017-11-03 ,60,1
1235,32,84,0,2017-01-01,DefaultPeriod,6000,1,1,1,1,1,1,1,1,1,1,1,1,1,6000,7800,9711.86,0,95511.86,ok R3,"<c author=""A-VALTAT"" mod=""5248139214050634466"">85KEUR (de janv à juillet=42KEUR) puis sous MSF US à 10KEUR/mois </c>",2017-08-18 ,60,2017-11-03 ,60,1
1236,32,87,0,2017-01-01,DefaultPeriod,3628.35,1,1,1,1,1,1,1,1,1,1,1,1,1,3628.35,4716.85,5873,0.608,92875.51,ok R3,,2017-08-18 ,60,2017-11-03 ,60,1
1237,32,88,0,2017-01-01,DefaultPeriod,3628.35,1,1,0.3,0.3,0.3,0.3,1,1,1,1,1,1,0.77,2781.74,3616.26,4502.64,0.608,71204.59,ok R3,,2017-08-18 ,60,2017-11-10 ,60,1
1238,32,93,0,2017-01-01,DefaultPeriod,3628.35,1,1,1,1,1,1,1,1,1,1,1,1,1,3628.35,4716.85,5873,0.608,92875.51,ok R3,,2017-08-18 ,60,2017-11-03 ,60,1
