rownames,macro_budget_id,year,amount,comment,project_id,accounting_amount
1263,40707207,2017,36098.09,,493,36098.09
1264,40707208,2019,44532.26,,493,44532.26
1265,40707209,2020,0,,985,0
1266,40707210,2019,0,,985,0
1267,40707217,2019,9862.8,,1068,9862.8
1268,40707219,2020,3408.8,,1114,3408.8
1269,40707220,2019,15842.63,,1045,15842.63
1270,40707225,2020,0,,1097,0
1271,40707230,2018,0,,859,0
1272,40707231,2019,0,,859,0
1273,40707234,2016,160966.34,,573,160966.34
1274,40707235,2018,76121.81,,573,76121.81
1275,40707236,2019,-527.09,,573,-527.09
1276,40707237,2017,227653.94,,573,227653.94
1277,40707242,2020,2331.12,,1154,2331.12
1278,40707282,2020,35812.4,,1145,35812.4
1279,40707286,2019,4920.66,,1025,4920.66
1280,40707307,2020,12278.1,,1088,12278.1
1281,40707308,2019,4291.35,,1088,4291.35
1282,40707343,2019,0,,877,0
1283,40707344,2018,203,,877,203
1284,40707354,2019,0,,1023,0
1285,40707402,2019,659882.72,,130,659882.72
1286,40707403,2017,2000770.85,,130,2000770.85
1287,40707404,2020,0,,130,0
1288,40707405,2015,2798378.39,,130,2798378.39
1289,40707406,2013,181687.05,,130,181687.05
1290,40707407,2016,1659939.34,,130,1659939.34
1291,40707408,2014,1989762.08,,130,1989762.08
1292,40707409,2018,1351985.97,,130,1351985.97
1293,40707428,2019,3800,,777,3800
1294,40707429,2018,3800,,777,3800
1295,40707430,2017,1180.23,,777,1180.23
1296,40707431,2020,0,,777,0
1297,40707436,2019,6714.98,,1040,6714.98
1298,40707437,2020,0,,1040,0
1299,40707477,2019,0,,780,0
1300,40707478,2020,0,,780,0
1301,40707479,2018,-14592,,780,-14592
1302,40707480,2017,17000.75,,780,17000.75
1303,40707487,2020,0,,1143,0
1304,40707488,2020,0,,1120,0
1305,40707556,2020,0,,1100,0
1306,40707562,2019,108052.88,,482,108052.88
1307,40707563,2016,23616.66,,482,23616.66
1308,40707564,2018,96865.44,,482,96865.44
1309,40707565,2020,117.82,,482,117.82
1310,40707566,2015,1659.3,,482,1659.3
1311,40707567,2017,787.49,,482,787.49
1312,40707582,2018,60,,894,60
1313,40707583,2020,0,,894,0
1314,40707584,2019,0,,894,0
1315,40707585,2020,0,,1129,0
1316,40707592,2019,0,,296,0
1317,40707593,2014,123869.3,,296,123869.3
1318,40707594,2020,0,,296,0
1319,40707595,2015,93628.78,,296,93628.78
1320,40707596,2017,32868.56,,296,32868.56
1321,40707597,2016,36979.39,,296,36979.39
1322,40707598,2018,366.22,,296,366.22
1323,40707632,2019,0,,998,0
1324,40707633,2020,0,,998,0
1325,40707634,2020,0,,1144,0
1326,40707635,2019,0,,1021,0
1327,40707646,2020,0,,1098,0
1328,40707656,2016,0,,614,0
1329,40707657,2017,0,,614,0
1330,40707658,2018,0,,614,0
1331,40707671,2020,17064.69,,1107,17064.69
1332,40707694,2017,7721.32,,583,7721.32
1333,40707695,2019,6467.03,,583,6467.03
1334,40707696,2018,7212.35,,583,7212.35
1335,40707697,2020,513.07,,583,513.07
1336,40707703,2020,11337.25,,1101,11337.25
1337,40707710,2020,25,,1124,25
1338,40707724,2019,0,,1075,0
1339,40707725,2020,124100.96,,1075,124100.96
1340,40707726,2019,0,,989,0
1341,40707727,2018,0,,989,0
1342,40707728,2020,0,,989,0
1343,40707741,2020,0,,1081,0
1344,40707747,2019,0,,594,0
1345,40707748,2016,1270.38,,594,1270.38
1346,40707749,2020,0,,594,0
1347,40707750,2018,0,,594,0
1348,40707751,2017,0,,594,0
1349,40707768,2020,2949.11,,1072,2949.11
1350,40707790,2019,0,,1064,0
1351,40707791,2020,0,,1064,0
1352,40707815,2019,0,,1055,0
1353,40707816,2020,0,,1055,0
1354,40707875,2017,258,,48,258
1355,40707876,2018,385.85,,48,385.85
1356,40707877,2020,0,,48,0
1357,40707878,2019,0,,48,0
1358,40707879,2014,0,,48,0
1359,40707880,2016,307.7,,48,307.7
1360,40707883,2017,5798.59,,735,5798.59
1361,40707884,2020,0,,735,0
1362,40707885,2019,0,,735,0
1363,40707886,2018,15,,735,15
1364,40707887,2020,3376.8,,595,3376.8
1365,40707888,2016,87966.12,,595,87966.12
1366,40707889,2018,9352.31,,595,9352.31
1367,40707890,2017,46383.4,,595,46383.4
1368,40707891,2019,4958.03,,595,4958.03
1369,40707892,2020,0,,758,0
1370,40707893,2018,4469.83,,758,4469.83
1371,40707894,2017,118978.45,,758,118978.45
1372,40707896,2020,0,,781,0
1373,40707897,2018,3903.27,,781,3903.27
1374,40707898,2019,0,,781,0
1375,40707899,2017,0,,781,0
1376,40707924,2020,46632.46,,1019,46632.46
1377,40707925,2019,35973.15,,1019,35973.15
1378,40707932,2020,0,,1119,0
1379,40707965,2020,0,,1079,0
1380,40707994,2020,2126.16,,1073,2126.16
1381,40707995,2020,0,,1122,0
1382,40708028,2020,0,,1116,0
1383,40708032,2019,138,,1047,138
1384,40708033,2020,3309.22,,1047,3309.22
1385,40708034,2020,26138.97,,429,26138.97
1386,40708035,2015,13051.48,,429,13051.48
1387,40708036,2017,73723.38,,429,73723.38
1388,40708037,2019,4196.01,,429,4196.01
1389,40708038,2018,97377.15,,429,97377.15
1390,40708039,2016,52360.64,,429,52360.64
1391,40708090,2020,0,,1102,0
1392,40708096,2020,0,,847,0
1393,40708097,2017,3067.22,,847,3067.22
1394,40708098,2018,11492.33,,847,11492.33
1395,40708127,2020,13654.78,,1033,13654.78
1396,40708128,2019,16559.42,,1033,16559.42
1397,40709170,2020,0,,1034,0
1398,40709171,2019,4357.26,,1034,4357.26
1399,40710109,2020,6999.33,,1171,6999.33
1400,40710134,2020,0,,1134,0
1401,40710141,2020,9733.43,,1137,9733.43
1402,40710142,2020,0,,876,0
1403,40710143,2018,0,,876,0
1404,40710144,2019,0,,876,0
1405,40710145,2020,1600.42,,1168,1600.42
1406,40710176,2020,6059.33,,1108,6059.33
1407,40710318,2018,385879.86,,748,385879.86
1408,40710319,2020,142178.52,,748,142178.52
1409,40710320,2017,78391.06,,748,78391.06
1410,40710321,2019,441210.01,,748,441210.01
1411,40710328,2020,0,,1077,0
1412,40710338,2018,20959.66,,728,20959.66
1413,40710339,2020,0,,728,0
1414,40710340,2019,0,,728,0
1415,40710341,2017,20496.52,,728,20496.52
1416,40710367,2019,0,,983,0
1417,40710368,2018,0,,983,0
1418,40710452,2020,3821.32,,1206,3821.32
1419,40710453,2020,3481.19,,1080,3481.19
1420,40710508,2020,0,,1161,0
1421,40710658,2020,31457.74,,1118,31457.74
1422,40710717,2020,0,,1078,0
1423,40710727,2020,10618.29,,1147,10618.29
1424,40710808,2020,9397.03,,1096,9397.03
1425,40710828,2020,6646.99,,864,6646.99
1426,40710829,2019,-68.15,,864,-68.15
1427,40710830,2018,8764.71,,864,8764.71
1428,40710889,2020,0,,644,0
1429,40710890,2018,661.89,,644,661.89
1430,40710891,2017,0,,644,0
1431,40710892,2016,1114.37,,644,1114.37
1432,40710893,2019,0,,644,0
1433,40710913,2020,0,,1139,0
1434,40710928,2020,0,,1110,0
1435,40710990,2020,2586.68,,1133,2586.68
1436,40710997,2020,515.57,,1076,515.57
1437,40711012,2019,0,,1082,0
1438,40711316,2020,21824.75,,725,21824.75
1439,40711317,2019,93516.54,,725,93516.54
1440,40711318,2018,90549.45,,725,90549.45
1441,40711319,2017,686.7,,725,686.7
1442,40711542,2019,235.4,,1067,235.4
1443,40711543,2020,0,,1067,0
1444,40711551,2020,0,,1113,0
1445,40711653,2020,232,,323,232
1446,40711654,2015,2727.75,,323,2727.75
1447,40711655,2019,3255.14,,323,3255.14
1448,40711656,2018,3216.47,,323,3216.47
1449,40711657,2013,2924.12,,323,2924.12
1450,40711658,2017,4130.44,,323,4130.44
1451,40711659,2016,4374.67,,323,4374.67
1452,40711660,2014,2902.14,,323,2902.14
1453,40711709,2021,4452.12,,1234,4452.12
1454,40711710,2021,0,,1211,0
1455,40711714,2018,25853.1,,733,25853.1
1456,40711715,2021,0,,733,0
1457,40711716,2019,10189.98,,733,10189.98
1458,40711717,2020,0,,733,0
1459,40711718,2017,9240.36,,733,9240.36
1460,40711724,2020,25057.34,,1094,25057.34
1461,40711725,2021,7197.38,,1094,7197.38
1462,40711726,2021,0,,1117,0
1463,40711727,2020,33.12,,1117,33.12
1464,40711728,2018,17828.66,,209,17828.66
1465,40711729,2020,20431.78,,209,20431.78
1466,40711730,2013,29339.14,,209,29339.14
1467,40711731,2015,11436.88,,209,11436.88
1468,40711732,2019,31431.54,,209,31431.54
1469,40711733,2021,21284.92,,209,21284.92
1470,40711734,2016,8235.09,,209,8235.09
1471,40711735,2017,17931.46,,209,17931.46
1472,40711736,2014,22457.58,,209,22457.58
1473,40711737,2021,0,,1251,0
1474,40711740,2018,89321.93,,564,89321.93
1475,40711741,2020,9798.42,,564,9798.42
1476,40711742,2016,16492.13,,564,16492.13
1477,40711743,2019,108443.96,,564,108443.96
1478,40711744,2021,409.8,,564,409.8
1479,40711745,2017,66087.77,,564,66087.77
1480,40711757,2020,134843.95,,1011,134843.95
1481,40711758,2019,19502.72,,1011,19502.72
1482,40711759,2021,34070.91,,1011,34070.91
1483,40711760,2020,29606.33,,1111,29606.33
1484,40711761,2021,53,,1111,53
1485,40711762,2018,61184.89,,324,61184.89
1486,40711763,2016,45640.59,,324,45640.59
1487,40711764,2015,41809.76,,324,41809.76
1488,40711765,2013,43827.44,,324,43827.44
1489,40711766,2021,63400.7,,324,63400.7
1490,40711767,2019,82328.15,,324,82328.15
1491,40711768,2014,35451.76,,324,35451.76
1492,40711769,2020,76470.4,,324,76470.4
1493,40711770,2017,37124.13,,324,37124.13
1494,40711779,2021,0,,1197,0
1495,40711780,2020,16948.5,,1128,16948.5
1496,40711781,2021,14716.58,,1128,14716.58
1497,40711813,2021,59077.28,,1220,59077.28
1498,40711817,2021,1722,,1191,1722
1499,40711824,2018,0,,427,0
1500,40711825,2016,0,,427,0
1501,40711826,2015,0,,427,0
1502,40711827,2017,0,,427,0
1503,40711828,2021,1413.56,,427,1413.56
1504,40711829,2019,0,,427,0
1505,40711830,2020,25906.23,,1062,25906.23
1506,40711831,2013,2533.03,,1062,2533.03
1507,40711832,2021,3030,,1062,3030
1508,40711833,2019,7573.1,,1062,7573.1
1509,40711838,2018,18863.1,,1005,18863.1
1510,40711839,2020,3442.19,,1005,3442.19
1511,40711840,2019,19613.29,,1005,19613.29
1512,40711841,2021,1311.6,,1005,1311.6
1513,40711876,2018,348475.17,,819,348475.17
1514,40711877,2019,164174.22,,819,164174.22
1515,40711878,2021,5800,,819,5800
1516,40711879,2020,7814.44,,819,7814.44
1517,40711883,2021,0,,1200,0
1518,40711884,2021,1383.08,,1217,1383.08
1519,40711887,2021,0,,1194,0
1520,40711904,2021,145.96,,1274,145.96
1521,40711905,2016,2426.59,,696,2426.59
1522,40711906,2018,54175.6,,696,54175.6
1523,40711907,2020,0,,696,0
1524,40711908,2017,10919.32,,696,10919.32
1525,40711909,2019,4197.75,,696,4197.75
1526,40711910,2021,1944,,696,1944
1527,40711911,2021,0,,1237,0
1528,40711912,2016,8605.24,,490,8605.24
1529,40711913,2018,26012.08,,490,26012.08
1530,40711914,2017,12994.96,,490,12994.96
1531,40711915,2019,18250.1,,490,18250.1
1532,40711916,2021,20958.48,,490,20958.48
1533,40711917,2020,8068.69,,490,8068.69
1534,40711918,2015,8627.52,,490,8627.52
1535,40711932,2018,143018.34,,690,143018.34
1536,40711933,2020,34906.29,,690,34906.29
1537,40711934,2017,66292.57,,690,66292.57
1538,40711935,2019,144746.79,,690,144746.79
1539,40711936,2016,0,,690,0
1540,40711937,2021,29938.8,,690,29938.8
1541,40711938,2021,0,,1231,0
1542,40711939,2021,0,,1280,0
1543,40711948,2021,0,,1140,0
1544,40711949,2020,0,,1140,0
1545,40711950,2021,1904.96,,1163,1904.96
1546,40711951,2020,47050.99,,1163,47050.99
1547,40711965,2019,1357.89,,259,1357.89
1548,40711966,2014,14334,,259,14334
1549,40711967,2021,0,,259,0
1550,40711968,2016,1191.72,,259,1191.72
1551,40711969,2018,3655.12,,259,3655.12
1552,40711970,2020,0,,259,0
1553,40711971,2015,11099.61,,259,11099.61
1554,40711972,2017,0,,259,0
1555,40711982,2021,35275.37,,708,35275.37
1556,40711983,2018,99749.11,,708,99749.11
1557,40711984,2017,113847.75,,708,113847.75
1558,40711985,2020,49225.35,,708,49225.35
1559,40711986,2019,118816.77,,708,118816.77
1560,40711987,2021,0,,1249,0
1561,40711993,2019,4042.49,,1009,4042.49
1562,40711994,2021,2654.94,,1009,2654.94
1563,40711995,2020,45358.94,,1009,45358.94
1564,40711996,2021,16484.37,,1255,16484.37
1565,40711997,2021,612,,1103,612
1566,40711998,2020,1241.64,,1103,1241.64
1567,40711999,2021,16549.97,,1269,16549.97
1568,40712002,2021,153501.58,,1152,153501.58
1569,40712003,2020,4180.94,,1152,4180.94
1570,40712004,2021,0,,1126,0
1571,40712005,2020,13087.49,,1126,13087.49
1572,40712008,2021,6655.08,,1195,6655.08
1573,40712009,2019,84,,797,84
1574,40712010,2021,0,,797,0
1575,40712011,2018,0,,797,0
1576,40712012,2020,3376.8,,797,3376.8
1577,40712013,2017,1914.95,,797,1914.95
1578,40712014,2021,46.81,,1146,46.81
1579,40712015,2020,4318.61,,1146,4318.61
1580,40712022,2019,48240.99,,883,48240.99
1581,40712023,2021,2793.67,,883,2793.67
1582,40712024,2018,0,,883,0
1583,40712025,2020,76391.24,,883,76391.24
1584,40712028,2021,0,,1238,0
1585,40712029,2021,24623.23,,44,24623.23
1586,40712030,2014,115933.01,,44,115933.01
1587,40712031,2018,30242.03,,44,30242.03
1588,40712032,2016,52605.8,,44,52605.8
1589,40712033,2019,30714.64,,44,30714.64
1590,40712034,2017,36366.77,,44,36366.77
1591,40712035,2015,22248.04,,44,22248.04
1592,40712036,2013,171948.45,,44,171948.45
1593,40712037,2020,56633.47,,44,56633.47
1594,40712040,2021,4890,,1232,4890
1595,40712041,2021,0,,1083,0
1596,40712042,2020,0,,1083,0
1597,40712043,2019,5000,,1083,5000
1598,40712044,2020,1364.56,,1132,1364.56
1599,40712062,2021,2913.97,,1089,2913.97
1600,40712063,2020,1069.12,,1089,1069.12
1601,40712064,2019,3287.55,,1089,3287.55
1602,40712065,2018,46.17,,1089,46.17
1603,40712066,2019,0,,880,0
1604,40712067,2021,0,,880,0
1605,40712068,2020,0,,880,0
1606,40712069,2018,0,,880,0
1607,40712070,2021,0,,1212,0
1608,40712071,2021,0,,1166,0
1609,40712072,2020,0,,1166,0
1610,40712073,2021,2859.26,,974,2859.26
1611,40712074,2020,525.62,,974,525.62
1612,40712075,2018,0,,974,0
1613,40712076,2019,15609.26,,974,15609.26
1614,40712077,2021,0,,874,0
1615,40712078,2018,770.53,,874,770.53
1616,40712079,2020,0,,874,0
1617,40712080,2019,0,,874,0
1618,40712093,2021,0,,1252,0
1619,40712094,2021,0,,705,0
1620,40712095,2016,0,,705,0
1621,40712096,2017,1122.28,,705,1122.28
1622,40712097,2019,10943.3,,705,10943.3
1623,40712098,2020,2644.36,,705,2644.36
1624,40712099,2018,18407.36,,705,18407.36
1625,40712108,2019,7166.92,,863,7166.92
1626,40712109,2021,4130.36,,863,4130.36
1627,40712110,2020,6063.28,,863,6063.28
1628,40712111,2018,7496.41,,863,7496.41
1629,40712112,2021,0,,1106,0
1630,40712113,2020,3011.3,,1106,3011.3
1631,40712127,2019,649.73,,817,649.73
1632,40712128,2021,3648.03,,817,3648.03
1633,40712129,2020,3228.76,,817,3228.76
1634,40712130,2018,9710.19,,817,9710.19
1635,40712137,2021,710.11,,1266,710.11
1636,40712149,2021,0,,1172,0
1637,40712150,2020,7212.76,,1172,7212.76
1638,40712151,2021,405.24,,1192,405.24
1639,40712152,2020,34,,1192,34
1640,40712172,2021,0,,1138,0
1641,40712173,2020,0,,1138,0
1642,40712174,2015,307559.55,,211,307559.55
1643,40712175,2017,198619.63,,211,198619.63
1644,40712176,2013,195460.89,,211,195460.89
1645,40712177,2016,172763.01,,211,172763.01
1646,40712178,2018,157449.54,,211,157449.54
1647,40712179,2020,236180.23,,211,236180.23
1648,40712180,2021,65784.7,,211,65784.7
1649,40712181,2014,58594.3,,211,58594.3
1650,40712182,2019,133967.57,,211,133967.57
1651,40712193,2020,18932.46,,1190,18932.46
1652,40712194,2021,21561.97,,1190,21561.97
1653,40712199,2021,1674.01,,1167,1674.01
1654,40712200,2020,8453.56,,1167,8453.56
1655,40712211,2019,35773.41,,574,35773.41
1656,40712212,2021,24619.2,,574,24619.2
1657,40712213,2020,30924,,574,30924
1658,40712214,2017,33584.6,,574,33584.6
1659,40712215,2016,41806.65,,574,41806.65
1660,40712216,2018,33323.79,,574,33323.79
1661,40712217,2021,0,,1261,0
1662,40712220,2021,461.99,,1207,461.99
1663,40712221,2015,4390850.81,,317,4390850.81
1664,40712222,2017,6510751.02,,317,6510751.02
1665,40712223,2014,4503260.55,,317,4503260.55
1666,40712224,2019,5938226.59,,317,5938226.59
1667,40712225,2018,6732338.3,,317,6732338.3
1668,40712226,2020,7190512.26,,317,7190512.26
1669,40712227,2021,7542145.52,,317,7542145.52
1670,40712228,2016,5616949.83,,317,5616949.83
1671,40712229,2013,4764830.02,,317,4764830.02
1672,40712260,2017,1967.08,,746,1967.08
1673,40712261,2019,2961.59,,746,2961.59
1674,40712262,2021,1496.35,,746,1496.35
1675,40712263,2018,3018.32,,746,3018.32
1676,40712264,2020,1855.87,,746,1855.87
1677,40712273,2019,0,,869,0
1678,40712274,2021,473.96,,869,473.96
1679,40712275,2018,28582.12,,869,28582.12
1680,40712276,2020,0,,869,0
1681,40712279,2021,1717.21,,1218,1717.21
1682,40712283,2017,1174.35,,603,1174.35
1683,40712284,2020,0,,603,0
1684,40712285,2018,0,,603,0
1685,40712286,2019,0,,603,0
1686,40712287,2016,25.16,,603,25.16
1687,40712288,2021,0,,603,0
1688,40712289,2020,0,,677,0
1689,40712290,2018,0,,677,0
1690,40712291,2021,0,,677,0
1691,40712309,2021,0,,1230,0
1692,40712310,2021,14716.57,,1210,14716.57
1693,40712311,2020,6007.98,,1210,6007.98
1694,40712312,2021,154984.67,,1233,154984.67
1695,40712313,2021,0,,1164,0
1696,40712314,2020,0,,1164,0
1697,40712315,2021,0,,1187,0
1698,40712332,2021,0,,1095,0
1699,40712333,2020,0,,1095,0
1700,40712336,2021,1867.68,,1264,1867.68
1701,40712337,2019,49881.44,,325,49881.44
1702,40712338,2017,60631.76,,325,60631.76
1703,40712339,2014,43031.73,,325,43031.73
1704,40712340,2015,51017.81,,325,51017.81
1705,40712341,2020,50871.64,,325,50871.64
1706,40712342,2018,50393.25,,325,50393.25
1707,40712343,2013,10176.36,,325,10176.36
1708,40712344,2021,61046.37,,325,61046.37
1709,40712345,2016,52256.04,,325,52256.04
1710,40712352,2017,88857.27,,709,88857.27
1711,40712353,2021,10790.24,,709,10790.24
1712,40712354,2019,68578.32,,709,68578.32
1713,40712355,2018,50871.17,,709,50871.17
1714,40712356,2020,11265.67,,709,11265.67
1715,40712366,2020,0,,1127,0
1716,40712367,2021,0,,1127,0
1717,40712368,2020,0,,1104,0
1718,40712369,2021,0,,1104,0
1719,40712372,2017,505,,772,505
1720,40712373,2020,0,,772,0
1721,40712374,2018,2246.09,,772,2246.09
1722,40712375,2019,557.9,,772,557.9
1723,40712376,2021,0,,772,0
1724,40712378,2021,0,,1247,0
1725,40712379,2019,22333.42,,892,22333.42
1726,40712380,2021,52769.83,,892,52769.83
1727,40712381,2018,8770.15,,892,8770.15
1728,40712382,2020,29259.1,,892,29259.1
1729,40712388,2021,0,,1241,0
1730,40712392,2021,18425.6,,1227,18425.6
1731,40712407,2017,0,,586,0
1732,40712408,2019,0,,586,0
1733,40712409,2020,0,,586,0
1734,40712410,2018,1806.3,,586,1806.3
1735,40712411,2021,0,,586,0
1736,40712412,2016,0,,586,0
1737,40712437,2021,0,,1259,0
1738,40712438,2021,17443.43,,1236,17443.43
1739,40712446,2020,1122,,1142,1122
1740,40712447,2021,5299.8,,1142,5299.8
1741,40712457,2020,9066.09,,827,9066.09
1742,40712458,2017,0,,827,0
1743,40712459,2019,2539.96,,827,2539.96
1744,40712460,2021,4801.28,,827,4801.28
1745,40712461,2020,0,,1165,0
1746,40712462,2021,0,,1165,0
1747,40712468,2020,12285.76,,1050,12285.76
1748,40712469,2019,71500.09,,1050,71500.09
1749,40712470,2021,2630.76,,1050,2630.76
1750,40712480,2020,2956.58,,1159,2956.58
1751,40712481,2021,4455.8,,1159,4455.8
1752,40712482,2020,10269.71,,1205,10269.71
1753,40712483,2021,0,,1205,0
1754,40712484,2021,0,,1222,0
1755,40712510,2021,552.16,,1265,552.16
1756,40712517,2021,6031.9,,1193,6031.9
1757,40712518,2021,0,,1242,0
1758,40712532,2020,0,,1136,0
1759,40712533,2021,0,,1136,0
1760,40712534,2020,0,,887,0
1761,40712535,2018,1154.3,,887,1154.3
1762,40712536,2019,50,,887,50
1763,40712537,2021,0,,887,0
1764,40712557,2021,0,,1185,0
1765,40712558,2020,43217.58,,1162,43217.58
1766,40712559,2021,0,,1162,0
1767,40712562,2013,1923.01,,575,1923.01
1768,40712563,2015,5984.37,,575,5984.37
1769,40712564,2020,984.58,,575,984.58
1770,40712565,2017,10075.54,,575,10075.54
1771,40712566,2019,3662.1,,575,3662.1
1772,40712567,2014,3152.78,,575,3152.78
1773,40712568,2021,2400.83,,575,2400.83
1774,40712569,2016,104.14,,575,104.14
1775,40712570,2018,3372.08,,575,3372.08
1776,40712573,2020,31214.22,,707,31214.22
1777,40712574,2018,16907.07,,707,16907.07
1778,40712575,2017,16008.32,,707,16008.32
1779,40712576,2019,16231.39,,707,16231.39
1780,40712577,2021,55968.77,,707,55968.77
1781,40712581,2020,2390.88,,1202,2390.88
1782,40712582,2021,9530.97,,1202,9530.97
1783,40712583,2021,0,,1256,0
1784,40712589,2021,0,,1156,0
1785,40712597,2020,1855.87,,747,1855.87
1786,40712598,2018,42060.03,,747,42060.03
1787,40712599,2017,15906.82,,747,15906.82
1788,40712600,2019,24686.08,,747,24686.08
1789,40712601,2021,2821.34,,747,2821.34
1790,40712602,2021,0,,1176,0
1791,40712603,2020,2004.02,,841,2004.02
1792,40712604,2018,2127.47,,841,2127.47
1793,40712605,2019,0,,841,0
1794,40712606,2021,0,,841,0
1795,40712609,2021,2008.52,,1196,2008.52
1796,40712610,2020,0,,821,0
1797,40712611,2018,0,,821,0
1798,40712612,2019,0,,821,0
1799,40712615,2017,26954.47,,578,26954.47
1800,40712616,2016,17733.69,,578,17733.69
1801,40712617,2018,281.8,,578,281.8
1802,40712618,2019,331.28,,578,331.28
1803,40712625,2018,4171.93,,790,4171.93
1804,40712626,2017,11750.6,,790,11750.6
1805,40712627,2021,0,,790,0
1806,40712628,2019,162.13,,790,162.13
1807,40712629,2021,16724.89,,1225,16724.89
1808,40712643,2022,7000,,1257,0
1809,40712644,2020,14988.78,,1188,14988.78
1810,40712645,2021,47061.26,,1188,47061.26
1811,40712646,2022,794343.52,,1188,0
1812,40712647,2018,0,,856,0
1813,40712648,2020,0,,856,0
1814,40712649,2021,0,,856,0
1815,40712650,2019,331.8,,856,331.8
1816,40712651,2022,50400,,856,0
1817,40712652,2021,0,,1263,0
1818,40712653,2022,70000,,1263,0
1819,40712654,2021,134393.87,,576,134393.87
1820,40712655,2016,132226.5,,576,132226.5
1821,40712656,2019,143675.2,,576,143675.2
1822,40712657,2017,93186.98,,576,93186.98
1823,40712658,2022,346122.19,,576,0
1824,40712659,2018,88228.73,,576,88228.73
1825,40712660,2020,264532.8,,576,264532.8
1826,40712661,2022,6000,,965,0
1827,40712662,2020,68595.84,,965,68595.84
1828,40712663,2019,15835.6,,965,15835.6
1829,40712664,2021,69262.16,,965,69262.16
1830,40712665,2020,0,,1105,0
1831,40712666,2022,25200,,1105,0
1832,40712667,2021,0,,1105,0
1833,40712668,2022,70000,,1303,0
1834,40712669,2018,0,,862,0
1835,40712670,2020,0,,862,0
1836,40712671,2022,49100,,862,0
1837,40712672,2021,7686.92,,862,7686.92
1838,40712673,2019,3495.9,,862,3495.9
1839,40712674,2021,0,,722,0
1840,40712675,2018,0,,722,0
1841,40712676,2019,0,,722,0
1842,40712677,2020,0,,722,0
1843,40712678,2022,52500,,722,0
1844,40712679,2017,0,,722,0
1845,40712680,2018,33117.92,,438,33117.92
1846,40712681,2020,24421.3,,438,24421.3
1847,40712682,2022,25060.83,,438,0
1848,40712683,2015,19442.98,,438,19442.98
1849,40712684,2017,28083.73,,438,28083.73
1850,40712685,2019,18038.98,,438,18038.98
1851,40712686,2016,16743.19,,438,16743.19
1852,40712687,2021,22532.83,,438,22532.83
1853,40712688,2016,447.3,,679,447.3
1854,40712689,2018,141452.78,,679,141452.78
1855,40712690,2022,20000,,679,0
1856,40712691,2017,141398.97,,679,141398.97
1857,40712692,2021,12907.05,,679,12907.05
1858,40712693,2019,339647.1,,679,339647.1
1859,40712694,2020,97370.53,,679,97370.53
1860,40712695,2020,671.7,,1148,671.7
1861,40712696,2021,64594.48,,1148,64594.48
1862,40712697,2022,71663.37,,1148,0
1863,40712698,2018,198.53,,822,198.53
1864,40712699,2021,33790.51,,822,33790.51
1865,40712700,2020,0,,822,0
1866,40712701,2022,161400,,822,0
1867,40712702,2019,8868.61,,822,8868.61
1868,40712703,2022,10500,,1271,0
1869,40712704,2021,0,,1271,0
1870,40712705,2022,508336,,1291,0
1871,40712706,2020,0,,1085,0
1872,40712707,2022,140750.25,,1085,0
1873,40712708,2021,17609,,1085,17609
1874,40712709,2022,102846.04,,1228,0
1875,40712710,2022,16800,,1240,0
1876,40712711,2021,0,,1240,0
1877,40712712,2022,15000,,1177,0
1878,40712713,2021,94181.96,,1177,94181.96
1879,40712714,2022,39200,,1277,0
1880,40712715,2021,0,,1277,0
1881,40712716,2022,87500,,1283,0
1882,40712717,2022,27300,,1214,0
1883,40712718,2021,0,,1214,0
1884,40712719,2022,3500,,1300,0
1885,40712720,2021,0,,1300,0
1886,40712721,2022,394463,,1254,0
1887,40712722,2021,1566.42,,1254,1566.42
1888,40712723,2022,18800,,1260,0
1889,40712724,2021,0,,1260,0
1890,40712725,2018,166.6,,613,166.6
1891,40712726,2016,0,,613,0
1892,40712727,2020,0,,613,0
1893,40712728,2021,0,,613,0
1894,40712729,2019,1339.46,,613,1339.46
1895,40712730,2022,2800,,613,0
1896,40712731,2017,0,,613,0
1897,40712732,2021,7171.71,,1160,7171.71
1898,40712733,2020,23431.35,,1160,23431.35
1899,40712734,2022,15000,,1160,0
1900,40712735,2021,0,,1208,0
1901,40712736,2022,4200,,1208,0
1902,40712737,2020,0,,959,0
1903,40712738,2018,0,,959,0
1904,40712739,2022,7000,,959,0
1905,40712740,2019,0,,959,0
1906,40712741,2016,128936.48,,676,128936.48
1907,40712742,2018,113772.91,,676,113772.91
1908,40712743,2020,146672.87,,676,146672.87
1909,40712744,2021,118719.12,,676,118719.12
1910,40712745,2022,153897.2,,676,0
1911,40712746,2017,106863.85,,676,106863.85
1912,40712747,2019,89473.62,,676,89473.62
1913,40712748,2020,9593.88,,1008,9593.88
1914,40712749,2021,0,,1008,0
1915,40712750,2019,16951.22,,1008,16951.22
1916,40712751,2022,9800,,1008,0
1917,40712752,2020,0,,1125,0
1918,40712753,2022,16800,,1125,0
1919,40712754,2021,0,,1125,0
1920,40712755,2020,0,,1151,0
1921,40712756,2022,17500,,1151,0
1922,40712757,2021,0,,1151,0
1923,40712758,2022,250000,,1294,0
1924,40712759,2021,1487.65,,1243,1487.65
1925,40712760,2022,8400,,1243,0
1926,40712761,2021,4088.48,,1180,4088.48
1927,40712762,2022,5500,,1180,0
1928,40712763,2016,653794.89,,55,653794.89
